WeekEnding,HB,HBQF,AdmissionType,AdmissionTypeQF,Specialty,SpecialtyQF,NumberAdmissions,Average20182019,PercentVariation
20211128,S08000031,,All,d,Gynaecology,,122,130.5,-6.5
20211128,S08000031,,All,d,Medical (excl. Cardiology & Cancer),,1895,1934.5,-2
20211128,S08000031,,All,d,Medical (incl. Cardiology & Cancer),,2116,2181,-3
20211128,S08000031,,All,d,Paediatrics (medical & surgical),,309,387.5,-20.3
20211128,S08000031,,All,d,Paediatrics (medical),,285,350.5,-18.7
20211128,S08000031,,All,d,Paediatrics (surgical),,24,37,-35.1
20211128,S08000031,,All,d,Surgery,,1353,1401.5,-3.5
20211128,S08000032,,All,d,All,d,1462,1789.5,-18.3
20211128,S08000032,,All,d,Cardiology,,88,88.5,-0.6
20211128,S08000032,,All,d,Gynaecology,,18,44,-59.1
20211128,S08000032,,All,d,Medical (excl. Cardiology & Cancer),,820,894,-8.3
20211128,S08000032,,All,d,Medical (incl. Cardiology & Cancer),,908,982.5,-7.6
20211128,S08000032,,All,d,Paediatrics (medical & surgical),,231,278.5,-17.1
20211128,S08000032,,All,d,Paediatrics (medical),,231,277,-16.6
20211128,S08000032,,All,d,Surgery,,302,479,-37
20211128,S92000003,d,All,d,Accident & Emergency,,457,415.5,10
20211128,S92000003,d,All,d,All,d,14189,15959.5,-11.1
20211128,S92000003,d,All,d,Cancer,,237,246,-3.7
20211128,S92000003,d,All,d,Cardiology,,443,472,-6.1
20211128,S92000003,d,All,d,Community,,170,232,-26.7
20211128,S92000003,d,All,d,Gynaecology,,334,416.5,-19.8
20211128,S92000003,d,All,d,Medical (excl. Cardiology & Cancer),,6758,7238.5,-6.6
20211128,S92000003,d,All,d,Medical (incl. Cardiology & Cancer),,7438,7956.5,-6.5
20211128,S92000003,d,All,d,Paediatrics (medical & surgical),,1637,1985,-17.5
20211128,S92000003,d,All,d,Paediatrics (medical),,1567,1906,-17.8
20211128,S92000003,d,All,d,Paediatrics (surgical),,70,79,-11.4
20211128,S92000003,d,All,d,Surgery,,4141,4949,-16.3
20211205,S08000015,,All,d,Accident & Emergency,,11,16.5,-33.3
20211205,S08000015,,All,d,All,d,972,1132.5,-14.2
20211205,S08000015,,All,d,Cardiology,,15,15.5,-3.2
20211205,S08000015,,All,d,Medical (excl. Cardiology & Cancer),,585,601.5,-2.7
20211205,S08000015,,All,d,Medical (incl. Cardiology & Cancer),,600,617,-2.8
20211205,S08000015,,All,d,Paediatrics (medical & surgical),,139,196,-29.1
20211205,S08000015,,All,d,Paediatrics (medical),,139,196,-29.1
20211205,S08000015,,All,d,Surgery,,222,303,-26.7
20211205,S08000016,,All,d,All,d,220,289.5,-24
20211205,S08000016,,All,d,Cardiology,,6,9,-33.3
20211205,S08000016,,All,d,Community,,17,13,30.8
20211205,S08000016,,All,d,Medical (excl. Cardiology & Cancer),,97,141.5,-31.4
20211205,S08000016,,All,d,Medical (incl. Cardiology & Cancer),,103,150.5,-31.6
20211205,S08000016,,All,d,Paediatrics (medical & surgical),,37,45.5,-18.7
20211205,S08000016,,All,d,Paediatrics (medical),,37,45.5,-18.7
20211205,S08000016,,All,d,Surgery,,63,80.5,-21.7
20211205,S08000017,,All,d,All,d,363,432,-16
20211205,S08000017,,All,d,Cardiology,,6,6.5,-7.7
20211205,S08000017,,All,d,Community,,19,34.5,-44.9
20211205,S08000017,,All,d,Gynaecology,,11,17,-35.3
20211205,S08000017,,All,d,Medical (excl. Cardiology & Cancer),,177,202,-12.4
20211205,S08000017,,All,d,Medical (incl. Cardiology & Cancer),,183,208.5,-12.2
20211205,S08000017,,All,d,Paediatrics (medical & surgical),,42,65,-35.4
20211205,S08000017,,All,d,Paediatrics (medical),,42,65,-35.4
20211205,S08000017,,All,d,Surgery,,107,107,0
20211205,S08000019,,All,d,All,d,795,1113,-28.6
20211205,S08000019,,All,d,Cardiology,,5,6.5,-23.1
20211205,S08000019,,All,d,Gynaecology,,26,38,-31.6
20211205,S08000019,,All,d,Medical (excl. Cardiology & Cancer),,473,602,-21.4
20211205,S08000019,,All,d,Medical (incl. Cardiology & Cancer),,478,608.5,-21.4
20211205,S08000019,,All,d,Paediatrics (medical & surgical),,122,198,-38.4
20211205,S08000019,,All,d,Paediatrics (medical),,122,198,-38.4
20211205,S08000019,,All,d,Surgery,,164,263.5,-37.8
20211205,S08000020,,All,d,Accident & Emergency,,32,50,-36
20211205,S08000020,,All,d,All,d,1279,1439,-11.1
20211205,S08000020,,All,d,Cancer,,32,33,-3
20211205,S08000020,,All,d,Cardiology,,46,39.5,16.5
20211205,S08000020,,All,d,Community,,39,50.5,-22.8
20211205,S08000020,,All,d,Gynaecology,,20,35,-42.9
20211205,S08000020,,All,d,Medical (excl. Cardiology & Cancer),,564,501.5,12.5
20211205,S08000020,,All,d,Medical (incl. Cardiology & Cancer),,642,574,11.8
20211205,S08000020,,All,d,Paediatrics (medical & surgical),,141,173,-18.5
20211205,S08000020,,All,d,Paediatrics (medical),,126,157,-19.7
20211205,S08000020,,All,d,Paediatrics (surgical),,15,16,-6.2
20211205,S08000020,,All,d,Surgery,,405,555.5,-27.1
20211205,S08000022,,All,d,All,d,718,810,-11.4
20211205,S08000022,,All,d,Cardiology,,12,14,-14.3
20211205,S08000022,,All,d,Community,,76,97.5,-22.1
20211205,S08000022,,All,d,Gynaecology,,26,28,-7.1
20211205,S08000022,,All,d,Medical (excl. Cardiology & Cancer),,317,317.5,-0.2
20211205,S08000022,,All,d,Medical (incl. Cardiology & Cancer),,332,341.5,-2.8
20211205,S08000022,,All,d,Paediatrics (medical & surgical),,85,77.5,9.7
20211205,S08000022,,All,d,Paediatrics (medical),,85,77.5,9.7
20211205,S08000022,,All,d,Surgery,,199,265,-24.9
20211205,S08000024,,All,d,Accident & Emergency,,209,141,48.2
20211205,S08000024,,All,d,All,d,2226,2356.5,-5.5
20211205,S08000024,,All,d,Cancer,,116,104.5,11
20211205,S08000024,,All,d,Cardiology,,78,66,18.2
20211205,S08000024,,All,d,Gynaecology,,45,56,-19.6
20211205,S08000024,,All,d,Medical (excl. Cardiology & Cancer),,920,950.5,-3.2
20211205,S08000024,,All,d,Medical (incl. Cardiology & Cancer),,1114,1121,-0.6
20211205,S08000024,,All,d,Paediatrics (medical & surgical),,228,249.5,-8.6
20211205,S08000024,,All,d,Paediatrics (medical),,205,224.5,-8.7
20211205,S08000024,,All,d,Paediatrics (surgical),,23,25,-8
20211205,S08000024,,All,d,Surgery,,629,788,-20.2
20211205,S08000025,,All,d,All,d,40,35.5,12.7
20211205,S08000025,,All,d,Medical (excl. Cardiology & Cancer),,22,25.5,-13.7
20211205,S08000025,,All,d,Medical (incl. Cardiology & Cancer),,22,25.5,-13.7
20211205,S08000025,,All,d,Surgery,,18,10,80
20211205,S08000026,,All,d,All,d,34,43,-20.9
20211205,S08000026,,All,d,Medical (excl. Cardiology & Cancer),,19,25.5,-25.5
20211205,S08000026,,All,d,Medical (incl. Cardiology & Cancer),,19,25.5,-25.5
20211205,S08000026,,All,d,Surgery,,15,17.5,-14.3
20211205,S08000028,,All,d,All,d,53,73.5,-27.9
20211205,S08000028,,All,d,Community,,8,8.5,-5.9
20211205,S08000028,,All,d,Medical (excl. Cardiology & Cancer),,29,35,-17.1
20211205,S08000028,,All,d,Medical (incl. Cardiology & Cancer),,29,35,-17.1
20211205,S08000028,,All,d,Surgery,,15,23.5,-36.2
20211205,S08000029,,All,d,Accident & Emergency,,80,57.5,39.1
20211205,S08000029,,All,d,All,d,934,1014.5,-7.9
20211205,S08000029,,All,d,Cardiology,,29,35,-17.1
20211205,S08000029,,All,d,Community,,23,14,64.3
20211205,S08000029,,All,d,Gynaecology,,28,30,-6.7
20211205,S08000029,,All,d,Medical (excl. Cardiology & Cancer),,431,463.5,-7
20211205,S08000029,,All,d,Medical (incl. Cardiology & Cancer),,460,498.5,-7.7
20211205,S08000029,,All,d,Paediatrics (medical & surgical),,96,144,-33.3
20211205,S08000029,,All,d,Paediatrics (medical),,96,143.5,-33.1
20211205,S08000029,,All,d,Surgery,,247,270.5,-8.7
20211205,S08000030,,All,d,Accident & Emergency,,73,71.5,2.1
20211205,S08000030,,All,d,All,d,1247,1335,-6.6
20211205,S08000030,,All,d,Cancer,,24,26.5,-9.4
20211205,S08000030,,All,d,Cardiology,,39,33.5,16.4
20211205,S08000030,,All,d,Gynaecology,,29,38,-23.7
20211205,S08000030,,All,d,Medical (excl. Cardiology & Cancer),,594,572.5,3.8
20211205,S08000030,,All,d,Medical (incl. Cardiology & Cancer),,657,632.5,3.9
20211205,S08000030,,All,d,Paediatrics (medical & surgical),,161,172.5,-6.7
20211205,S08000030,,All,d,Paediatrics (medical),,158,171,-7.6
20211205,S08000030,,All,d,Surgery,,325,406.5,-20
20211205,S08000031,,All,d,Accident & Emergency,,39,34.5,13
20211205,S08000031,,All,d,All,d,4051,4161.5,-2.7
20211205,S08000031,,All,d,Cancer,,103,105.5,-2.4
20211205,S08000031,,All,d,Cardiology,,131,132.5,-1.1
20211205,S08000031,,All,d,Gynaecology,,135,136,-0.7
20211205,S08000031,,All,d,Medical (excl. Cardiology & Cancer),,1939,2028.5,-4.4
20211205,S08000031,,All,d,Medical (incl. Cardiology & Cancer),,2173,2266.5,-4.1
20211205,S08000031,,All,d,Paediatrics (medical & surgical),,336,380.5,-11.7
20211205,S08000031,,All,d,Paediatrics (medical),,302,351.5,-14.1
20211205,S08000031,,All,d,Paediatrics (surgical),,34,29,17.2
20211205,S08000031,,All,d,Surgery,,1367,1342,1.9
20211205,S08000032,,All,d,All,d,1479,1754.5,-15.7
20211205,S08000032,,All,d,Cardiology,,89,69,29
20211205,S08000032,,All,d,Gynaecology,,25,34,-26.5
20211205,S08000032,,All,d,Medical (excl. Cardiology & Cancer),,819,938.5,-12.7
20211205,S08000032,,All,d,Medical (incl. Cardiology & Cancer),,908,1009,-10
20211205,S08000032,,All,d,Paediatrics (medical & surgical),,198,247.5,-20
20211205,S08000032,,All,d,Paediatrics (medical),,198,246,-19.5
20211205,S08000032,,All,d,Surgery,,345,459.5,-24.9
20211205,S92000003,d,All,d,Accident & Emergency,,451,380,18.7
20211205,S92000003,d,All,d,All,d,14411,15990,-9.9
20211205,S92000003,d,All,d,Cancer,,278,281,-1.1
20211205,S92000003,d,All,d,Cardiology,,456,427,6.8
20211205,S92000003,d,All,d,Community,,185,231,-19.9
20211205,S92000003,d,All,d,Gynaecology,,346,413,-16.2
20211205,S92000003,d,All,d,Medical (excl. Cardiology & Cancer),,6986,7405.5,-5.7
20211205,S92000003,d,All,d,Medical (incl. Cardiology & Cancer),,7720,8113.5,-4.8
20211205,S92000003,d,All,d,Paediatrics (medical & surgical),,1585,1954.5,-18.9
20211205,S92000003,d,All,d,Paediatrics (medical),,1510,1881,-19.7
20211205,S92000003,d,All,d,Paediatrics (surgical),,75,73.5,2
20211205,S92000003,d,All,d,Surgery,,4121,4892,-15.8
20211212,S08000015,,All,d,Accident & Emergency,,6,18.5,-67.6
20211212,S08000015,,All,d,All,d,923,1132.5,-18.5
20211212,S08000015,,All,d,Cardiology,,15,16.5,-9.1
20211212,S08000015,,All,d,Medical (excl. Cardiology & Cancer),,555,604,-8.1
20211212,S08000015,,All,d,Medical (incl. Cardiology & Cancer),,570,620.5,-8.1
20211212,S08000015,,All,d,Paediatrics (medical & surgical),,145,202.5,-28.4
20211212,S08000015,,All,d,Paediatrics (medical),,145,202.5,-28.4
20211212,S08000015,,All,d,Surgery,,202,291,-30.6
20211212,S08000016,,All,d,All,d,219,289,-24.2
20211212,S08000016,,All,d,Cardiology,,12,8,50
20211212,S08000016,,All,d,Community,,20,15.5,29
20211212,S08000016,,All,d,Medical (excl. Cardiology & Cancer),,94,140,-32.9
20211212,S08000016,,All,d,Medical (incl. Cardiology & Cancer),,106,148,-28.4
20211212,S08000016,,All,d,Paediatrics (medical & surgical),,35,45.5,-23.1
20211212,S08000016,,All,d,Paediatrics (medical),,35,44.5,-21.3
20211212,S08000016,,All,d,Surgery,,58,80,-27.5
20211212,S08000017,,All,d,All,d,366,470,-22.1
20211212,S08000017,,All,d,Cardiology,,5,6.5,-23.1
20211212,S08000017,,All,d,Community,,25,30.5,-18
20211212,S08000017,,All,d,Gynaecology,,11,12.5,-12
20211212,S08000017,,All,d,Medical (excl. Cardiology & Cancer),,167,220,-24.1
20211212,S08000017,,All,d,Medical (incl. Cardiology & Cancer),,172,226.5,-24.1
20211212,S08000017,,All,d,Paediatrics (medical & surgical),,55,73,-24.7
20211212,S08000017,,All,d,Paediatrics (medical),,55,73,-24.7
20211212,S08000017,,All,d,Surgery,,103,127.5,-19.2
20211212,S08000019,,All,d,All,d,772,1116,-30.8
20211212,S08000019,,All,d,Cardiology,,8,11,-27.3
20211212,S08000019,,All,d,Gynaecology,,22,44.5,-50.6
20211212,S08000019,,All,d,Medical (excl. Cardiology & Cancer),,457,600,-23.8
20211212,S08000019,,All,d,Medical (incl. Cardiology & Cancer),,465,611,-23.9
20211212,S08000019,,All,d,Paediatrics (medical & surgical),,104,177,-41.2
20211212,S08000019,,All,d,Paediatrics (medical),,104,177,-41.2
20211212,S08000019,,All,d,Surgery,,176,271.5,-35.2
20211212,S08000020,,All,d,Accident & Emergency,,23,50,-54
20211212,S08000020,,All,d,All,d,1198,1377.5,-13
20211212,S08000020,,All,d,Cancer,,26,33.5,-22.4
20211212,S08000020,,All,d,Cardiology,,45,38,18.4
20211212,S08000020,,All,d,Community,,18,53,-66
20211212,S08000020,,All,d,Gynaecology,,27,28.5,-5.3
20211212,S08000020,,All,d,Medical (excl. Cardiology & Cancer),,540,508,6.3
20211212,S08000020,,All,d,Medical (incl. Cardiology & Cancer),,611,579.5,5.4
20211212,S08000020,,All,d,Paediatrics (medical & surgical),,122,164.5,-25.8
20211212,S08000020,,All,d,Paediatrics (medical),,112,152.5,-26.6
20211212,S08000020,,All,d,Paediatrics (surgical),,10,12,-16.7
20211212,S08000020,,All,d,Surgery,,397,501,-20.8
20211212,S08000022,,All,d,All,d,687,783.5,-12.3
20211212,S08000022,,All,d,Cardiology,,13,12.5,4
20211212,S08000022,,All,d,Community,,82,97.5,-15.9
20211212,S08000022,,All,d,Gynaecology,,20,27.5,-27.3
20211212,S08000022,,All,d,Medical (excl. Cardiology & Cancer),,302,321,-5.9
20211212,S08000022,,All,d,Medical (incl. Cardiology & Cancer),,317,340.5,-6.9
20211212,S08000022,,All,d,Paediatrics (medical & surgical),,93,82,13.4
20211212,S08000022,,All,d,Paediatrics (medical),,93,81.5,14.1
20211212,S08000022,,All,d,Surgery,,174,236,-26.3
20211212,S08000024,,All,d,Accident & Emergency,,183,146,25.3
20211212,S08000024,,All,d,All,d,2132,2411.5,-11.6
20211212,S08000024,,All,d,Cancer,,112,109,2.8
20211212,S08000024,,All,d,Cardiology,,80,87,-8
20211212,S08000024,,All,d,Gynaecology,,57,69.5,-18
20211212,S08000024,,All,d,Medical (excl. Cardiology & Cancer),,879,965.5,-9
20211212,S08000024,,All,d,Medical (incl. Cardiology & Cancer),,1071,1161.5,-7.8
20211212,S08000024,,All,d,Paediatrics (medical & surgical),,214,269.5,-20.6
20211212,S08000024,,All,d,Paediatrics (medical),,192,247,-22.3
20211212,S08000024,,All,d,Paediatrics (surgical),,22,22.5,-2.2
20211212,S08000024,,All,d,Surgery,,604,765,-21
20211212,S08000025,,All,d,All,d,43,43.5,-1.1
20211212,S08000025,,All,d,Medical (excl. Cardiology & Cancer),,19,27,-29.6
20211212,S08000025,,All,d,Medical (incl. Cardiology & Cancer),,21,27.5,-23.6
20211212,S08000025,,All,d,Surgery,,21,15,40
20211212,S08000026,,All,d,All,d,50,32.5,53.8
20211212,S08000026,,All,d,Medical (excl. Cardiology & Cancer),,28,16.5,69.7
20211212,S08000026,,All,d,Medical (incl. Cardiology & Cancer),,28,16.5,69.7
20211212,S08000026,,All,d,Surgery,,22,16,37.5
20211212,S08000028,,All,d,All,d,48,71.5,-32.9
20211212,S08000028,,All,d,Community,,5,8,-37.5
20211212,S08000028,,All,d,Medical (excl. Cardiology & Cancer),,28,34.5,-18.8
20211212,S08000028,,All,d,Medical (incl. Cardiology & Cancer),,28,34.5,-18.8
20211212,S08000028,,All,d,Surgery,,12,25.5,-52.9
20211212,S08000029,,All,d,Accident & Emergency,,60,68.5,-12.4
20211212,S08000029,,All,d,All,d,894,985.5,-9.3
20211212,S08000029,,All,d,Cardiology,,28,37,-24.3
20211212,S08000029,,All,d,Community,,13,12.5,4
20211212,S08000029,,All,d,Gynaecology,,28,26,7.7
20211212,S08000029,,All,d,Medical (excl. Cardiology & Cancer),,397,452,-12.2
20211212,S08000029,,All,d,Medical (incl. Cardiology & Cancer),,425,490,-13.3
20211212,S08000029,,All,d,Paediatrics (medical & surgical),,107,125,-14.4
20211212,S08000029,,All,d,Paediatrics (medical),,107,125,-14.4
20211212,S08000029,,All,d,Surgery,,261,263.5,-0.9
20211212,S08000030,,All,d,Accident & Emergency,,98,72,36.1
20211212,S08000030,,All,d,All,d,1285,1288.5,-0.3
20211212,S08000030,,All,d,Cancer,,23,26,-11.5
20211212,S08000030,,All,d,Cardiology,,41,30,36.7
20211212,S08000030,,All,d,Gynaecology,,26,27.5,-5.5
20211212,S08000030,,All,d,Medical (excl. Cardiology & Cancer),,560,528.5,6
20211212,S08000030,,All,d,Medical (incl. Cardiology & Cancer),,624,584.5,6.8
20211212,S08000030,,All,d,Paediatrics (medical & surgical),,164,180,-8.9
20211212,S08000030,,All,d,Paediatrics (medical),,162,178,-9
20211212,S08000030,,All,d,Surgery,,369,410,-10
20211212,S08000031,,All,d,Accident & Emergency,,33,45.5,-27.5
20211212,S08000031,,All,d,All,d,4071,4156.5,-2.1
20211212,S08000031,,All,d,Cancer,,124,100,24
20211212,S08000031,,All,d,Cardiology,,130,150,-13.3
20211212,S08000031,,All,d,Gynaecology,,120,137.5,-12.7
20211212,S08000031,,All,d,Medical (excl. Cardiology & Cancer),,1958,1890,3.6
20211212,S08000031,,All,d,Medical (incl. Cardiology & Cancer),,2212,2140,3.4
20211212,S08000031,,All,d,Paediatrics (medical & surgical),,317,382,-17
20211212,S08000031,,All,d,Paediatrics (medical),,286,346.5,-17.5
20211212,S08000031,,All,d,Paediatrics (surgical),,31,35.5,-12.7
20211212,S08000031,,All,d,Surgery,,1388,1449.5,-4.2
20211212,S08000032,,All,d,Accident & Emergency,,8,8.5,-5.9
20211212,S08000032,,All,d,All,d,1499,1753.5,-14.5
20211212,S08000032,,All,d,Cardiology,,83,81,2.5
20211212,S08000032,,All,d,Gynaecology,,22,41,-46.3
20211212,S08000032,,All,d,Medical (excl. Cardiology & Cancer),,839,878,-4.4
20211212,S08000032,,All,d,Medical (incl. Cardiology & Cancer),,922,959,-3.9
20211212,S08000032,,All,d,Paediatrics (medical & surgical),,196,271,-27.7
20211212,S08000032,,All,d,Paediatrics (medical),,196,269.5,-27.3
20211212,S08000032,,All,d,Surgery,,351,474,-25.9
20211212,S92000003,d,All,d,Accident & Emergency,,414,420.5,-1.5
20211212,S92000003,d,All,d,All,d,14187,15911.5,-10.8
20211212,S92000003,d,All,d,Cancer,,289,277,4.3
20211212,S92000003,d,All,d,Cardiology,,460,477.5,-3.7
20211212,S92000003,d,All,d,Community,,170,231.5,-26.6
20211212,S92000003,d,All,d,Gynaecology,,335,416.5,-19.6
20211212,S92000003,d,All,d,Medical (excl. Cardiology & Cancer),,6823,7185,-5
20211212,S92000003,d,All,d,Medical (incl. Cardiology & Cancer),,7572,7939.5,-4.6
20211212,S92000003,d,All,d,Paediatrics (medical & surgical),,1554,1974.5,-21.3
20211212,S92000003,d,All,d,Paediatrics (medical),,1489,1899.5,-21.6
20211212,S92000003,d,All,d,Paediatrics (surgical),,65,75,-13.3
20211212,S92000003,d,All,d,Surgery,,4138,4925.5,-16
20211219,S08000015,,All,d,Accident & Emergency,,8,18,-55.6
20211219,S08000015,,All,d,All,d,943,1132,-16.7
20211219,S08000015,,All,d,Cardiology,,18,19,-5.3
20211219,S08000015,,All,d,Medical (excl. Cardiology & Cancer),,556,589.5,-5.7
20211219,S08000015,,All,d,Medical (incl. Cardiology & Cancer),,574,608.5,-5.7
20211219,S08000015,,All,d,Paediatrics (medical & surgical),,136,202,-32.7
20211219,S08000015,,All,d,Paediatrics (medical),,135,202,-33.2
20211219,S08000015,,All,d,Surgery,,225,303.5,-25.9
20211219,S08000016,,All,d,All,d,197,302,-34.8
20211219,S08000016,,All,d,Cardiology,,10,10,0
20211219,S08000016,,All,d,Community,,10,20,-50
20211219,S08000016,,All,d,Medical (excl. Cardiology & Cancer),,84,139.5,-39.8
20211219,S08000016,,All,d,Medical (incl. Cardiology & Cancer),,94,149.5,-37.1
20211219,S08000016,,All,d,Paediatrics (medical & surgical),,33,48.5,-32
20211219,S08000016,,All,d,Paediatrics (medical),,33,48.5,-32
20211219,S08000016,,All,d,Surgery,,60,83.5,-28.1
20211219,S08000017,,All,d,All,d,353,453,-22.1
20211219,S08000017,,All,d,Community,,28,36,-22.2
20211219,S08000017,,All,d,Gynaecology,,6,12.5,-52
20211219,S08000017,,All,d,Medical (excl. Cardiology & Cancer),,159,206,-22.8
20211219,S08000017,,All,d,Medical (incl. Cardiology & Cancer),,163,213,-23.5
20211219,S08000017,,All,d,Paediatrics (medical & surgical),,61,63.5,-3.9
20211219,S08000017,,All,d,Paediatrics (medical),,61,63.5,-3.9
20211219,S08000017,,All,d,Surgery,,95,127,-25.2
20211219,S08000019,,All,d,All,d,766,1115.5,-31.3
20211219,S08000019,,All,d,Cardiology,,7,7,0
20211219,S08000019,,All,d,Gynaecology,,25,29.5,-15.3
20211219,S08000019,,All,d,Medical (excl. Cardiology & Cancer),,425,622,-31.7
20211219,S08000019,,All,d,Medical (incl. Cardiology & Cancer),,432,629,-31.3
20211219,S08000019,,All,d,Paediatrics (medical & surgical),,133,177.5,-25.1
20211219,S08000019,,All,d,Paediatrics (medical),,133,175,-24
20211219,S08000019,,All,d,Surgery,,170,271,-37.3
20211219,S08000020,,All,d,Accident & Emergency,,29,38.5,-24.7
20211219,S08000020,,All,d,All,d,1198,1345.5,-11
20211219,S08000020,,All,d,Cancer,,35,37,-5.4
20211219,S08000020,,All,d,Cardiology,,37,31.5,17.5
20211219,S08000020,,All,d,Community,,29,46.5,-37.6
20211219,S08000020,,All,d,Gynaecology,,27,36,-25
20211219,S08000020,,All,d,Medical (excl. Cardiology & Cancer),,513,511.5,0.3
20211219,S08000020,,All,d,Medical (incl. Cardiology & Cancer),,585,580,0.9
20211219,S08000020,,All,d,Paediatrics (medical & surgical),,145,158.5,-8.5
20211219,S08000020,,All,d,Paediatrics (medical),,129,147.5,-12.5
20211219,S08000020,,All,d,Paediatrics (surgical),,16,11,45.5
20211219,S08000020,,All,d,Surgery,,383,484,-20.9
20211219,S08000022,,All,d,All,d,669,805,-16.9
20211219,S08000022,,All,d,Cancer,,5,6,-16.7
20211219,S08000022,,All,d,Cardiology,,11,12,-8.3
20211219,S08000022,,All,d,Community,,71,102.5,-30.7
20211219,S08000022,,All,d,Gynaecology,,22,27,-18.5
20211219,S08000022,,All,d,Medical (excl. Cardiology & Cancer),,283,317.5,-10.9
20211219,S08000022,,All,d,Medical (incl. Cardiology & Cancer),,299,335.5,-10.9
20211219,S08000022,,All,d,Paediatrics (medical & surgical),,83,85,-2.4
20211219,S08000022,,All,d,Paediatrics (medical),,83,84.5,-1.8
20211219,S08000022,,All,d,Surgery,,193,255,-24.3
20211219,S08000024,,All,d,Accident & Emergency,,106,151.5,-30
20211219,S08000024,,All,d,All,d,2023,2439,-17.1
20211219,S08000024,,All,d,Cancer,,100,114,-12.3
20211219,S08000024,,All,d,Cardiology,,86,83.5,3
20211219,S08000024,,All,d,Gynaecology,,48,63,-23.8
20211219,S08000024,,All,d,Medical (excl. Cardiology & Cancer),,897,1009,-11.1
20211219,S08000024,,All,d,Medical (incl. Cardiology & Cancer),,1083,1206.5,-10.2
20211219,S08000024,,All,d,Paediatrics (medical & surgical),,203,236.5,-14.2
20211219,S08000024,,All,d,Paediatrics (medical),,177,212,-16.5
20211219,S08000024,,All,d,Paediatrics (surgical),,26,24.5,6.1
20211219,S08000024,,All,d,Surgery,,582,780.5,-25.4
20211219,S08000025,,All,d,All,d,33,40,-17.5
20211219,S08000025,,All,d,Medical (excl. Cardiology & Cancer),,18,25.5,-29.4
20211219,S08000025,,All,d,Medical (incl. Cardiology & Cancer),,19,26.5,-28.3
20211219,S08000025,,All,d,Surgery,,14,13.5,3.7
20211219,S08000026,,All,d,All,d,44,42.5,3.5
20211219,S08000026,,All,d,Medical (excl. Cardiology & Cancer),,27,24,12.5
20211219,S08000026,,All,d,Medical (incl. Cardiology & Cancer),,27,24,12.5
20211219,S08000026,,All,d,Surgery,,16,18.5,-13.5
20211219,S08000028,,All,d,All,d,52,73,-28.8
20211219,S08000028,,All,d,Community,,13,10.5,23.8
20211219,S08000028,,All,d,Medical (excl. Cardiology & Cancer),,26,29.5,-11.9
20211219,S08000028,,All,d,Medical (incl. Cardiology & Cancer),,26,30.5,-14.8
20211219,S08000028,,All,d,Surgery,,11,24.5,-55.1
20211219,S08000029,,All,d,Accident & Emergency,,58,57.5,0.9
20211219,S08000029,,All,d,All,d,965,983.5,-1.9
20211219,S08000029,,All,d,Cardiology,,19,33.5,-43.3
20211219,S08000029,,All,d,Community,,13,15,-13.3
20211219,S08000029,,All,d,Gynaecology,,37,31.5,17.5
20211219,S08000029,,All,d,Medical (excl. Cardiology & Cancer),,477,450,6
20211219,S08000029,,All,d,Medical (incl. Cardiology & Cancer),,496,483.5,2.6
20211219,S08000029,,All,d,Paediatrics (medical & surgical),,119,140.5,-15.3
20211219,S08000029,,All,d,Paediatrics (medical),,119,140,-15
20211219,S08000029,,All,d,Surgery,,242,255.5,-5.3
20211219,S08000030,,All,d,Accident & Emergency,,92,77.5,18.7
20211219,S08000030,,All,d,All,d,1201,1329,-9.6
20211219,S08000030,,All,d,Cancer,,11,25,-56
20211219,S08000030,,All,d,Cardiology,,35,37,-5.4
20211219,S08000030,,All,d,Gynaecology,,27,38,-28.9
20211219,S08000030,,All,d,Medical (excl. Cardiology & Cancer),,539,558,-3.4
20211219,S08000030,,All,d,Medical (incl. Cardiology & Cancer),,585,620,-5.6
20211219,S08000030,,All,d,Paediatrics (medical & surgical),,159,172,-7.6
20211219,S08000030,,All,d,Paediatrics (medical),,157,169.5,-7.4
20211219,S08000030,,All,d,Surgery,,335,408,-17.9
20211219,S08000031,,All,d,Accident & Emergency,,46,41.5,10.8
20211219,S08000031,,All,d,All,d,3999,4209.5,-5
20211219,S08000031,,All,d,Cancer,,118,85.5,38
20211219,S08000031,,All,d,Cardiology,,118,146.5,-19.5
20211219,S08000031,,All,d,Gynaecology,,129,143.5,-10.1
20211219,S08000031,,All,d,Medical (excl. Cardiology & Cancer),,1937,1960,-1.2
20211219,S08000031,,All,d,Medical (incl. Cardiology & Cancer),,2173,2192,-0.9
20211219,S08000031,,All,d,Paediatrics (medical & surgical),,295,378,-22
20211219,S08000031,,All,d,Paediatrics (medical),,270,341.5,-20.9
20211219,S08000031,,All,d,Paediatrics (surgical),,25,36.5,-31.5
20211219,S08000031,,All,d,Surgery,,1356,1453.5,-6.7
20211219,S08000032,,All,d,Accident & Emergency,,7,5,40
20211219,S08000032,,All,d,All,d,1402,1710,-18
20211219,S08000032,,All,d,Cardiology,,93,78.5,18.5
20211219,S08000032,,All,d,Gynaecology,,26,40,-35
20211219,S08000032,,All,d,Medical (excl. Cardiology & Cancer),,811,894.5,-9.3
20211219,S08000032,,All,d,Medical (incl. Cardiology & Cancer),,904,974,-7.2
20211219,S08000032,,All,d,Paediatrics (medical & surgical),,182,248,-26.6
