quarter,quarter_qf,hb,hbqf,location,location_qf,specialty,specialty_qf,specialty_name,specialty_name_qf,all_staffed_beddays,all_staffed_beddays_qf,total_occupied_beddays,total_occupied_beddays_qf,average_available_staffed_beds,average_available_staffed_beds_qf,average_occupied_beds,average_occupied_beds_qf,percentage_occupancy,percentage_occupancy_qf
2017Q1,NA,S08000015,NA,S08000015,d,F3,NA,Obstetrics,NA,2690,NA,1937,NA,29.888888888888896,NA,21.52222222222223,NA,72.00743494423791,NA
2017Q2,NA,S08000015,NA,A111H,NA,F3,NA,Obstetrics,NA,2504,NA,2010,NA,27.516483516483525,NA,22.087912087912095,NA,80.27156549520768,NA
2017Q2,NA,S08000015,NA,S08000015,d,F3,NA,Obstetrics,NA,2504,NA,2010,NA,27.516483516483525,NA,22.087912087912095,NA,80.27156549520768,NA
2017Q3,NA,S08000015,NA,A111H,NA,F3,NA,Obstetrics,NA,2521,NA,2118,NA,27.402173913043487,NA,23.021739130434785,NA,84.01428004760017,NA
2017Q3,NA,S08000015,NA,S08000015,d,F3,NA,Obstetrics,NA,2521,NA,2118,NA,27.402173913043487,NA,23.021739130434785,NA,84.01428004760017,NA
2017Q4,NA,S08000015,NA,A111H,NA,F3,NA,Obstetrics,NA,2589,NA,2131,NA,28.141304347826097,NA,23.163043478260875,NA,82.30977211278487,NA
2017Q4,NA,S08000015,NA,S08000015,d,F3,NA,Obstetrics,NA,2589,NA,2131,NA,28.141304347826097,NA,23.163043478260875,NA,82.30977211278487,NA
2018Q1,NA,S08000015,NA,A111H,NA,F3,NA,Obstetrics,NA,2481,NA,1894,NA,27.56666666666667,NA,21.044444444444448,NA,76.34018540910924,NA
2018Q1,NA,S08000015,NA,S08000015,d,F3,NA,Obstetrics,NA,2481,NA,1894,NA,27.56666666666667,NA,21.044444444444448,NA,76.34018540910924,NA
2018Q2,NA,S08000015,NA,A111H,NA,F3,NA,Obstetrics,NA,2494,NA,1977,NA,27.406593406593412,NA,21.725274725274733,NA,79.27024859663193,NA
2018Q2,NA,S08000015,NA,S08000015,d,F3,NA,Obstetrics,NA,2494,NA,1977,NA,27.406593406593412,NA,21.725274725274733,NA,79.27024859663193,NA
2018Q3,NA,S08000015,NA,A111H,NA,F3,NA,Obstetrics,NA,2585,NA,1944,NA,28.09782608695653,NA,21.1304347826087,NA,75.20309477756288,NA
2018Q3,NA,S08000015,NA,S08000015,d,F3,NA,Obstetrics,NA,2585,NA,1944,NA,28.09782608695653,NA,21.1304347826087,NA,75.20309477756288,NA
2018Q4,NA,S08000015,NA,A111H,NA,F3,NA,Obstetrics,NA,2621,NA,2064,NA,28.489130434782613,NA,22.434782608695652,NA,78.74856924837849,NA
2018Q4,NA,S08000015,NA,S08000015,d,F3,NA,Obstetrics,NA,2621,NA,2064,NA,28.489130434782613,NA,22.434782608695652,NA,78.74856924837849,NA
2019Q1,NA,S08000015,NA,A111H,NA,F3,NA,Obstetrics,NA,2628,NA,2125,NA,29.2,NA,23.61111111111111,NA,80.85996955859972,NA
2019Q1,NA,S08000015,NA,S08000015,d,F3,NA,Obstetrics,NA,2628,NA,2125,NA,29.2,NA,23.61111111111111,NA,80.85996955859972,NA
2019Q2,NA,S08000015,NA,A111H,NA,F3,NA,Obstetrics,NA,2643,NA,2067,NA,29.04395604395605,NA,22.71428571428572,NA,78.20658342792284,NA
2019Q2,NA,S08000015,NA,S08000015,d,F3,NA,Obstetrics,NA,2643,NA,2067,NA,29.04395604395605,NA,22.71428571428572,NA,78.20658342792284,NA
2019Q3,NA,S08000015,NA,A111H,NA,F3,NA,Obstetrics,NA,2599,NA,2152,NA,28.25,NA,23.391304347826093,NA,82.80107733743748,NA
2019Q3,NA,S08000015,NA,S08000015,d,F3,NA,Obstetrics,NA,2599,NA,2152,NA,28.25,NA,23.391304347826093,NA,82.80107733743748,NA
2019Q4,NA,S08000015,NA,A111H,NA,F3,NA,Obstetrics,NA,2637,NA,1924,NA,28.663043478260875,NA,20.913043478260875,NA,72.96169890026547,NA
2019Q4,NA,S08000015,NA,S08000015,d,F3,NA,Obstetrics,NA,2637,NA,1924,NA,28.663043478260875,NA,20.913043478260875,NA,72.96169890026547,NA
2020Q1,NA,S08000015,NA,A111H,NA,F3,NA,Obstetrics,NA,2629,NA,1948,NA,28.890109890109898,NA,21.40659340659341,NA,74.09661468238875,NA
2020Q1,NA,S08000015,NA,S08000015,d,F3,NA,Obstetrics,NA,2629,NA,1948,NA,28.890109890109898,NA,21.40659340659341,NA,74.09661468238875,NA
2020Q2,NA,S08000015,NA,A111H,NA,F3,NA,Obstetrics,NA,2595,NA,1575,NA,28.51648351648353,NA,17.307692307692314,NA,60.69364161849712,NA
2020Q2,NA,S08000015,NA,S08000015,d,F3,NA,Obstetrics,NA,2595,NA,1575,NA,28.51648351648353,NA,17.307692307692314,NA,60.69364161849712,NA
2020Q3,NA,S08000015,NA,A111H,NA,F3,NA,Obstetrics,NA,2632,NA,1704,NA,28.608695652173925,NA,18.52173913043478,NA,64.74164133738601,NA
2020Q3,NA,S08000015,NA,S08000015,d,F3,NA,Obstetrics,NA,2632,NA,1704,NA,28.608695652173925,NA,18.52173913043478,NA,64.74164133738601,NA
2020Q4,NA,S08000015,NA,A111H,NA,F3,NA,Obstetrics,NA,2861,NA,1788,NA,31.09782608695653,NA,19.434782608695652,NA,62.49563089828733,NA
2020Q4,NA,S08000015,NA,S08000015,d,F3,NA,Obstetrics,NA,2861,NA,1788,NA,31.09782608695653,NA,19.434782608695652,NA,62.49563089828733,NA
2021Q1,NA,S08000015,NA,A111H,NA,F3,NA,Obstetrics,NA,2887,NA,1555,NA,32.07777777777778,NA,17.277777777777782,NA,53.86214063041222,NA
2021Q1,NA,S08000015,NA,S08000015,d,F3,NA,Obstetrics,NA,2887,NA,1555,NA,32.07777777777778,NA,17.277777777777782,NA,53.86214063041222,NA
2021Q2,NA,S08000015,NA,A111H,NA,F3,NA,Obstetrics,NA,2976,NA,1791,NA,32.70329670329671,NA,19.68131868131869,NA,60.18145161290325,NA
2021Q2,NA,S08000015,NA,S08000015,d,F3,NA,Obstetrics,NA,2976,NA,1791,NA,32.70329670329671,NA,19.68131868131869,NA,60.18145161290325,NA
2021Q3,NA,S08000015,NA,A111H,NA,F3,NA,Obstetrics,NA,3015,NA,1811,NA,32.77173913043479,NA,19.684782608695652,NA,60.066334991708146,NA
2021Q3,NA,S08000015,NA,S08000015,d,F3,NA,Obstetrics,NA,3015,NA,1811,NA,32.77173913043479,NA,19.684782608695652,NA,60.066334991708146,NA
2021Q4,p,S08000015,NA,A111H,NA,F3,NA,Obstetrics,NA,2993,NA,1611,NA,32.53260869565217,NA,17.510869565217394,NA,53.82559305045106,NA
2021Q4,p,S08000015,NA,S08000015,d,F3,NA,Obstetrics,NA,2993,NA,1611,NA,32.53260869565217,NA,17.510869565217394,NA,53.82559305045106,NA
2016Q4,NA,S08000015,NA,A210H,NA,C7,NA,Ophthalmology,NA,245,NA,139,NA,2.66304347826087,NA,1.5108695652173918,NA,56.73469387755104,NA
2016Q4,NA,S08000015,NA,S08000015,d,C7,NA,Ophthalmology,NA,245,NA,139,NA,2.66304347826087,NA,1.5108695652173918,NA,56.73469387755104,NA
2017Q1,NA,S08000015,NA,A210H,NA,C7,NA,Ophthalmology,NA,237,NA,130,NA,2.6333333333333337,NA,1.4444444444444446,NA,54.85232067510549,NA
2017Q1,NA,S08000015,NA,S08000015,d,C7,NA,Ophthalmology,NA,237,NA,130,NA,2.6333333333333337,NA,1.4444444444444446,NA,54.85232067510549,NA
2017Q2,NA,S08000015,NA,A111H,NA,C7,NA,Ophthalmology,NA,1,NA,1,NA,0.01098901098901099,NA,0.01098901098901099,NA,100,NA
2017Q2,NA,S08000015,NA,A210H,NA,C7,NA,Ophthalmology,NA,285,NA,156,NA,3.1318681318681327,NA,1.7142857142857146,NA,54.73684210526316,NA
2017Q2,NA,S08000015,NA,S08000015,d,C7,NA,Ophthalmology,NA,286,NA,157,NA,3.1428571428571437,NA,1.7252747252747258,NA,54.8951048951049,NA
2017Q3,NA,S08000015,NA,A210H,NA,C7,NA,Ophthalmology,NA,240,NA,142,NA,2.6086956521739135,NA,1.5434782608695654,NA,59.16666666666667,NA
2017Q3,NA,S08000015,NA,S08000015,d,C7,NA,Ophthalmology,NA,240,NA,142,NA,2.6086956521739135,NA,1.5434782608695654,NA,59.16666666666667,NA
2017Q4,NA,S08000015,NA,A210H,NA,C7,NA,Ophthalmology,NA,217,NA,140,NA,2.3586956521739135,NA,1.5217391304347831,NA,64.51612903225806,NA
2017Q4,NA,S08000015,NA,S08000015,d,C7,NA,Ophthalmology,NA,217,NA,140,NA,2.3586956521739135,NA,1.5217391304347831,NA,64.51612903225806,NA
2018Q1,NA,S08000015,NA,A111H,NA,C7,NA,Ophthalmology,NA,1,NA,1,NA,0.01111111111111111,NA,0.01111111111111111,NA,100,NA
2018Q1,NA,S08000015,NA,A210H,NA,C7,NA,Ophthalmology,NA,212,NA,157,NA,2.3555555555555565,NA,1.744444444444445,NA,74.05660377358492,NA
2018Q1,NA,S08000015,NA,S08000015,d,C7,NA,Ophthalmology,NA,213,NA,158,NA,2.366666666666667,NA,1.755555555555556,NA,74.17840375586856,NA
2018Q2,NA,S08000015,NA,A210H,NA,C7,NA,Ophthalmology,NA,183,NA,135,NA,2.0109890109890114,NA,1.4835164835164838,NA,73.7704918032787,NA
2018Q2,NA,S08000015,NA,S08000015,d,C7,NA,Ophthalmology,NA,183,NA,135,NA,2.0109890109890114,NA,1.4835164835164838,NA,73.7704918032787,NA
2018Q3,NA,S08000015,NA,A111H,NA,C7,NA,Ophthalmology,NA,6,NA,6,NA,0.06521739130434784,NA,0.06521739130434784,NA,100,NA
2018Q3,NA,S08000015,NA,A210H,NA,C7,NA,Ophthalmology,NA,167,NA,123,NA,1.8152173913043488,NA,1.3369565217391306,NA,73.65269461077845,NA
2018Q3,NA,S08000015,NA,S08000015,d,C7,NA,Ophthalmology,NA,173,NA,129,NA,1.8804347826086965,NA,1.4021739130434787,NA,74.56647398843933,NA
2018Q4,NA,S08000015,NA,A111H,NA,C7,NA,Ophthalmology,NA,1,NA,1,NA,0.0108695652173913,NA,0.0108695652173913,NA,100,NA
2018Q4,NA,S08000015,NA,A210H,NA,C7,NA,Ophthalmology,NA,175,NA,133,NA,1.9021739130434787,NA,1.445652173913044,NA,76,NA
2018Q4,NA,S08000015,NA,S08000015,d,C7,NA,Ophthalmology,NA,176,NA,134,NA,1.91304347826087,NA,1.456521739130435,NA,76.13636363636365,NA
2019Q1,NA,S08000015,NA,A210H,NA,C7,NA,Ophthalmology,NA,187,NA,172,NA,2.0777777777777784,NA,1.9111111111111116,NA,91.97860962566844,NA
2019Q1,NA,S08000015,NA,S08000015,d,C7,NA,Ophthalmology,NA,187,NA,172,NA,2.0777777777777784,NA,1.9111111111111116,NA,91.97860962566844,NA
2019Q2,NA,S08000015,NA,A210H,NA,C7,NA,Ophthalmology,NA,93,NA,56,NA,1.0219780219780223,NA,0.6153846153846155,NA,60.21505376344088,NA
2019Q2,NA,S08000015,NA,S08000015,d,C7,NA,Ophthalmology,NA,93,NA,56,NA,1.0219780219780223,NA,0.6153846153846155,NA,60.21505376344088,NA
2019Q3,NA,S08000015,NA,A210H,NA,C7,NA,Ophthalmology,NA,118,NA,72,NA,1.282608695652174,NA,0.7826086956521742,NA,61.01694915254238,NA
2019Q3,NA,S08000015,NA,S08000015,d,C7,NA,Ophthalmology,NA,118,NA,72,NA,1.282608695652174,NA,0.7826086956521742,NA,61.01694915254238,NA
2019Q4,NA,S08000015,NA,A111H,NA,C7,NA,Ophthalmology,NA,3,NA,3,NA,0.03260869565217392,NA,0.03260869565217392,NA,100,NA
2019Q4,NA,S08000015,NA,A210H,NA,C7,NA,Ophthalmology,NA,174,NA,153,NA,1.8913043478260871,NA,1.6630434782608698,NA,87.93103448275865,NA
2019Q4,NA,S08000015,NA,S08000015,d,C7,NA,Ophthalmology,NA,177,NA,156,NA,1.9239130434782616,NA,1.695652173913044,NA,88.13559322033899,NA
2020Q1,NA,S08000015,NA,A111H,NA,C7,NA,Ophthalmology,NA,3,NA,3,NA,0.03296703296703298,NA,0.03296703296703298,NA,100,NA
2020Q1,NA,S08000015,NA,A210H,NA,C7,NA,Ophthalmology,NA,174,NA,119,NA,1.9120879120879124,NA,1.307692307692308,NA,68.39080459770116,NA
2020Q1,NA,S08000015,NA,S08000015,d,C7,NA,Ophthalmology,NA,177,NA,122,NA,1.9450549450549457,NA,1.3406593406593408,NA,68.9265536723164,NA
2020Q2,NA,S08000015,NA,A210H,NA,C7,NA,Ophthalmology,NA,171,NA,30,NA,1.8791208791208796,NA,0.3296703296703298,NA,17.54385964912281,NA
2020Q2,NA,S08000015,NA,S08000015,d,C7,NA,Ophthalmology,NA,171,NA,30,NA,1.8791208791208796,NA,0.3296703296703298,NA,17.54385964912281,NA
2020Q3,NA,S08000015,NA,A210H,NA,C7,NA,Ophthalmology,NA,180,NA,43,NA,1.9565217391304353,NA,0.4673913043478262,NA,23.888888888888893,NA
2020Q3,NA,S08000015,NA,S08000015,d,C7,NA,Ophthalmology,NA,180,NA,43,NA,1.9565217391304353,NA,0.4673913043478262,NA,23.888888888888893,NA
2020Q4,NA,S08000015,NA,A210H,NA,C7,NA,Ophthalmology,NA,97,NA,58,NA,1.0543478260869563,NA,0.6304347826086958,NA,59.7938144329897,NA
2020Q4,NA,S08000015,NA,S08000015,d,C7,NA,Ophthalmology,NA,97,NA,58,NA,1.0543478260869563,NA,0.6304347826086958,NA,59.7938144329897,NA
2021Q1,NA,S08000015,NA,A210H,NA,C7,NA,Ophthalmology,NA,22,NA,22,NA,0.24444444444444452,NA,0.24444444444444452,NA,100,NA
2021Q1,NA,S08000015,NA,S08000015,d,C7,NA,Ophthalmology,NA,22,NA,22,NA,0.24444444444444452,NA,0.24444444444444452,NA,100,NA
2021Q2,NA,S08000015,NA,A210H,NA,C7,NA,Ophthalmology,NA,82,NA,82,NA,0.9010989010989012,NA,0.9010989010989012,NA,100,NA
2021Q2,NA,S08000015,NA,S08000015,d,C7,NA,Ophthalmology,NA,82,NA,82,NA,0.9010989010989012,NA,0.9010989010989012,NA,100,NA
2021Q3,NA,S08000015,NA,A210H,NA,C7,NA,Ophthalmology,NA,87,NA,87,NA,0.9456521739130438,NA,0.9456521739130438,NA,100,NA
2021Q3,NA,S08000015,NA,S08000015,d,C7,NA,Ophthalmology,NA,87,NA,87,NA,0.9456521739130438,NA,0.9456521739130438,NA,100,NA
2021Q4,p,S08000015,NA,A210H,NA,C7,NA,Ophthalmology,NA,121,NA,121,NA,1.3152173913043483,NA,1.3152173913043483,NA,100,NA
2021Q4,p,S08000015,NA,S08000015,d,C7,NA,Ophthalmology,NA,121,NA,121,NA,1.3152173913043483,NA,1.3152173913043483,NA,100,NA
2016Q4,NA,S08000015,NA,A111H,NA,CA,NA,Paediatric Surgery,NA,22,NA,22,NA,0.23913043478260876,NA,0.23913043478260876,NA,100,NA
2016Q4,NA,S08000015,NA,S08000015,d,CA,NA,Paediatric Surgery,NA,22,NA,22,NA,0.23913043478260876,NA,0.23913043478260876,NA,100,NA
2017Q1,NA,S08000015,NA,A111H,NA,CA,NA,Paediatric Surgery,NA,8,NA,8,NA,0.08888888888888892,NA,0.08888888888888892,NA,100,NA
2017Q1,NA,S08000015,NA,S08000015,d,CA,NA,Paediatric Surgery,NA,8,NA,8,NA,0.08888888888888892,NA,0.08888888888888892,NA,100,NA
2017Q2,NA,S08000015,NA,A111H,NA,CA,NA,Paediatric Surgery,NA,11,NA,11,NA,0.12087912087912092,NA,0.12087912087912092,NA,100,NA
2017Q2,NA,S08000015,NA,S08000015,d,CA,NA,Paediatric Surgery,NA,11,NA,11,NA,0.12087912087912092,NA,0.12087912087912092,NA,100,NA
2017Q3,NA,S08000015,NA,A111H,NA,CA,NA,Paediatric Surgery,NA,7,NA,7,NA,0.07608695652173916,NA,0.07608695652173916,NA,100,NA
2017Q3,NA,S08000015,NA,S08000015,d,CA,NA,Paediatric Surgery,NA,7,NA,7,NA,0.07608695652173916,NA,0.07608695652173916,NA,100,NA
2017Q4,NA,S08000015,NA,A111H,NA,CA,NA,Paediatric Surgery,NA,20,NA,20,NA,0.21739130434782616,NA,0.21739130434782616,NA,100,NA
2017Q4,NA,S08000015,NA,S08000015,d,CA,NA,Paediatric Surgery,NA,20,NA,20,NA,0.21739130434782616,NA,0.21739130434782616,NA,100,NA
2018Q1,NA,S08000015,NA,A111H,NA,CA,NA,Paediatric Surgery,NA,12,NA,12,NA,0.13333333333333336,NA,0.13333333333333336,NA,100,NA
2018Q1,NA,S08000015,NA,S08000015,d,CA,NA,Paediatric Surgery,NA,12,NA,12,NA,0.13333333333333336,NA,0.13333333333333336,NA,100,NA
2018Q2,NA,S08000015,NA,A111H,NA,CA,NA,Paediatric Surgery,NA,9,NA,9,NA,0.09890109890109892,NA,0.09890109890109892,NA,100,NA
2018Q2,NA,S08000015,NA,S08000015,d,CA,NA,Paediatric Surgery,NA,9,NA,9,NA,0.09890109890109892,NA,0.09890109890109892,NA,100,NA
2018Q3,NA,S08000015,NA,A111H,NA,CA,NA,Paediatric Surgery,NA,3,NA,3,NA,0.03260869565217392,NA,0.03260869565217392,NA,100,NA
2018Q3,NA,S08000015,NA,S08000015,d,CA,NA,Paediatric Surgery,NA,3,NA,3,NA,0.03260869565217392,NA,0.03260869565217392,NA,100,NA
2018Q4,NA,S08000015,NA,A111H,NA,CA,NA,Paediatric Surgery,NA,9,NA,9,NA,0.09782608695652176,NA,0.09782608695652176,NA,100,NA
2018Q4,NA,S08000015,NA,S08000015,d,CA,NA,Paediatric Surgery,NA,9,NA,9,NA,0.09782608695652176,NA,0.09782608695652176,NA,100,NA
2019Q1,NA,S08000015,NA,A111H,NA,CA,NA,Paediatric Surgery,NA,8,NA,8,NA,0.08888888888888892,NA,0.08888888888888892,NA,100,NA
2019Q1,NA,S08000015,NA,S08000015,d,CA,NA,Paediatric Surgery,NA,8,NA,8,NA,0.08888888888888892,NA,0.08888888888888892,NA,100,NA
2019Q2,NA,S08000015,NA,A111H,NA,CA,NA,Paediatric Surgery,NA,6,NA,6,NA,0.06593406593406596,NA,0.06593406593406596,NA,100,NA
2019Q2,NA,S08000015,NA,S08000015,d,CA,NA,Paediatric Surgery,NA,6,NA,6,NA,0.06593406593406596,NA,0.06593406593406596,NA,100,NA
2019Q3,NA,S08000015,NA,A111H,NA,CA,NA,Paediatric Surgery,NA,2,NA,2,NA,0.02173913043478261,NA,0.02173913043478261,NA,100,NA
2019Q3,NA,S08000015,NA,S08000015,d,CA,NA,Paediatric Surgery,NA,2,NA,2,NA,0.02173913043478261,NA,0.02173913043478261,NA,100,NA
2020Q1,NA,S08000015,NA,A111H,NA,CA,NA,Paediatric Surgery,NA,9,NA,9,NA,0.09890109890109892,NA,0.09890109890109892,NA,100,NA
2020Q1,NA,S08000015,NA,S08000015,d,CA,NA,Paediatric Surgery,NA,9,NA,9,NA,0.09890109890109892,NA,0.09890109890109892,NA,100,NA
2020Q3,NA,S08000015,NA,A111H,NA,CA,NA,Paediatric Surgery,NA,1,NA,1,NA,0.0108695652173913,NA,0.0108695652173913,NA,100,NA
2020Q3,NA,S08000015,NA,S08000015,d,CA,NA,Paediatric Surgery,NA,1,NA,1,NA,0.0108695652173913,NA,0.0108695652173913,NA,100,NA
2021Q1,NA,S08000015,NA,A111H,NA,CA,NA,Paediatric Surgery,NA,1,NA,1,NA,0.01111111111111111,NA,0.01111111111111111,NA,100,NA
2021Q1,NA,S08000015,NA,S08000015,d,CA,NA,Paediatric Surgery,NA,1,NA,1,NA,0.01111111111111111,NA,0.01111111111111111,NA,100,NA
2021Q2,NA,S08000015,NA,A111H,NA,CA,NA,Paediatric Surgery,NA,2,NA,2,NA,0.02197802197802198,NA,0.02197802197802198,NA,100,NA
2021Q2,NA,S08000015,NA,S08000015,d,CA,NA,Paediatric Surgery,NA,2,NA,2,NA,0.02197802197802198,NA,0.02197802197802198,NA,100,NA
2021Q3,NA,S08000015,NA,A111H,NA,CA,NA,Paediatric Surgery,NA,6,NA,6,NA,0.06521739130434784,NA,0.06521739130434784,NA,100,NA
2021Q3,NA,S08000015,NA,S08000015,d,CA,NA,Paediatric Surgery,NA,6,NA,6,NA,0.06521739130434784,NA,0.06521739130434784,NA,100,NA
2016Q4,NA,S08000015,NA,A111H,NA,AF,NA,Paediatrics,NA,3257,NA,2657,NA,35.402173913043484,NA,28.8804347826087,NA,81.57813939207863,NA
2016Q4,NA,S08000015,NA,A210H,NA,AF,NA,Paediatrics,NA,2,NA,2,NA,0.02173913043478261,NA,0.02173913043478261,NA,100,NA
2016Q4,NA,S08000015,NA,S08000015,d,AF,NA,Paediatrics,NA,3259,NA,2659,NA,35.423913043478265,NA,28.902173913043487,NA,81.58944461491257,NA
2017Q1,NA,S08000015,NA,A111H,NA,AF,NA,Paediatrics,NA,3089,NA,2457,NA,34.32222222222222,NA,27.3,NA,79.54030430560053,NA
2017Q1,NA,S08000015,NA,S08000015,d,AF,NA,Paediatrics,NA,3089,NA,2457,NA,34.32222222222222,NA,27.3,NA,79.54030430560053,NA
2017Q2,NA,S08000015,NA,A111H,NA,AF,NA,Paediatrics,NA,2986,NA,2026,NA,32.81318681318682,NA,22.26373626373627,NA,67.8499665103818,NA
2017Q2,NA,S08000015,NA,S08000015,d,AF,NA,Paediatrics,NA,2986,NA,2026,NA,32.81318681318682,NA,22.26373626373627,NA,67.8499665103818,NA
2017Q3,NA,S08000015,NA,A111H,NA,AF,NA,Paediatrics,NA,2921,NA,2255,NA,31.75,NA,24.51086956521739,NA,77.19958918178706,NA
2017Q3,NA,S08000015,NA,S08000015,d,AF,NA,Paediatrics,NA,2921,NA,2255,NA,31.75,NA,24.51086956521739,NA,77.19958918178706,NA
2017Q4,NA,S08000015,NA,A111H,NA,AF,NA,Paediatrics,NA,3165,NA,2420,NA,34.402173913043484,NA,26.304347826086968,NA,76.46129541864141,NA
2017Q4,NA,S08000015,NA,S08000015,d,AF,NA,Paediatrics,NA,3165,NA,2420,NA,34.402173913043484,NA,26.304347826086968,NA,76.46129541864141,NA
2018Q1,NA,S08000015,NA,A111H,NA,AF,NA,Paediatrics,NA,3115,NA,2299,NA,34.61111111111112,NA,25.54444444444445,NA,73.80417335473516,NA
2018Q1,NA,S08000015,NA,S08000015,d,AF,NA,Paediatrics,NA,3115,NA,2299,NA,34.61111111111112,NA,25.54444444444445,NA,73.80417335473516,NA
2018Q2,NA,S08000015,NA,A111H,NA,AF,NA,Paediatrics,NA,3093,NA,2139,NA,33.98901098901099,NA,23.50549450549451,NA,69.15615906886521,NA
2018Q2,NA,S08000015,NA,S08000015,d,AF,NA,Paediatrics,NA,3093,NA,2139,NA,33.98901098901099,NA,23.50549450549451,NA,69.15615906886521,NA
2018Q3,NA,S08000015,NA,A111H,NA,AF,NA,Paediatrics,NA,3189,NA,2467,NA,34.663043478260875,NA,26.815217391304355,NA,77.35967387895894,NA
2018Q3,NA,S08000015,NA,S08000015,d,AF,NA,Paediatrics,NA,3189,NA,2467,NA,34.663043478260875,NA,26.815217391304355,NA,77.35967387895894,NA
2018Q4,NA,S08000015,NA,A111H,NA,AF,NA,Paediatrics,NA,3484,NA,3143,NA,37.86956521739131,NA,34.163043478260875,NA,90.21239954075776,NA
2018Q4,NA,S08000015,NA,S08000015,d,AF,NA,Paediatrics,NA,3484,NA,3143,NA,37.86956521739131,NA,34.163043478260875,NA,90.21239954075776,NA
2019Q1,NA,S08000015,NA,A111H,NA,AF,NA,Paediatrics,NA,3102,NA,2092,NA,34.466666666666676,NA,23.24444444444445,NA,67.44036105738233,NA
2019Q1,NA,S08000015,NA,S08000015,d,AF,NA,Paediatrics,NA,3102,NA,2092,NA,34.466666666666676,NA,23.24444444444445,NA,67.44036105738233,NA
2019Q2,NA,S08000015,NA,A111H,NA,AF,NA,Paediatrics,NA,3000,NA,2299,NA,32.96703296703297,NA,25.26373626373627,NA,76.63333333333335,NA
2019Q2,NA,S08000015,NA,S08000015,d,AF,NA,Paediatrics,NA,3000,NA,2299,NA,32.96703296703297,NA,25.26373626373627,NA,76.63333333333335,NA
2019Q3,NA,S08000015,NA,A111H,NA,AF,NA,Paediatrics,NA,2969,NA,2157,NA,32.27173913043479,NA,23.44565217391305,NA,72.65072414954531,NA
2019Q3,NA,S08000015,NA,S08000015,d,AF,NA,Paediatrics,NA,2969,NA,2157,NA,32.27173913043479,NA,23.44565217391305,NA,72.65072414954531,NA
2019Q4,NA,S08000015,NA,A111H,NA,AF,NA,Paediatrics,NA,3763,NA,2777,NA,40.90217391304349,NA,30.184782608695656,NA,73.79750199309063,NA
2019Q4,NA,S08000015,NA,S08000015,d,AF,NA,Paediatrics,NA,3763,NA,2777,NA,40.90217391304349,NA,30.184782608695656,NA,73.79750199309063,NA
2020Q1,NA,S08000015,NA,A111H,NA,AF,NA,Paediatrics,NA,3897,NA,1889,NA,42.824175824175846,NA,20.758241758241763,NA,48.473184500898135,NA
2020Q1,NA,S08000015,NA,S08000015,d,AF,NA,Paediatrics,NA,3897,NA,1889,NA,42.824175824175846,NA,20.758241758241763,NA,48.473184500898135,NA
2020Q2,NA,S08000015,NA,A111H,NA,AF,NA,Paediatrics,NA,3590,NA,1329,NA,39.45054945054946,NA,14.604395604395608,NA,37.01949860724233,NA
2020Q2,NA,S08000015,NA,S08000015,d,AF,NA,Paediatrics,NA,3590,NA,1329,NA,39.45054945054946,NA,14.604395604395608,NA,37.01949860724233,NA
2020Q3,NA,S08000015,NA,A111H,NA,AF,NA,Paediatrics,NA,3496,NA,1699,NA,38,NA,18.467391304347828,NA,48.5983981693364,NA
2020Q3,NA,S08000015,NA,S08000015,d,AF,NA,Paediatrics,NA,3496,NA,1699,NA,38,NA,18.467391304347828,NA,48.5983981693364,NA
2020Q4,NA,S08000015,NA,A111H,NA,AF,NA,Paediatrics,NA,3242,NA,1126,NA,35.239130434782616,NA,12.239130434782613,NA,34.73164713140037,NA
2020Q4,NA,S08000015,NA,S08000015,d,AF,NA,Paediatrics,NA,3242,NA,1126,NA,35.239130434782616,NA,12.239130434782613,NA,34.73164713140037,NA
2021Q1,NA,S08000015,NA,A111H,NA,AF,NA,Paediatrics,NA,3162,NA,1235,NA,35.13333333333333,NA,13.722222222222223,NA,39.05755850727389,NA
2021Q1,NA,S08000015,NA,S08000015,d,AF,NA,Paediatrics,NA,3162,NA,1235,NA,35.13333333333333,NA,13.722222222222223,NA,39.05755850727389,NA
2021Q2,NA,S08000015,NA,A111H,NA,AF,NA,Paediatrics,NA,3179,NA,1477,NA,34.93406593406594,NA,16.230769230769234,NA,46.461151305441966,NA
2021Q2,NA,S08000015,NA,S08000015,d,AF,NA,Paediatrics,NA,3179,NA,1477,NA,34.93406593406594,NA,16.230769230769234,NA,46.461151305441966,NA
2021Q3,NA,S08000015,NA,A111H,NA,AF,NA,Paediatrics,NA,3411,NA,1847,NA,37.07608695652175,NA,20.076086956521745,NA,54.14834359425389,NA
2021Q3,NA,S08000015,NA,S08000015,d,AF,NA,Paediatrics,NA,3411,NA,1847,NA,37.07608695652175,NA,20.076086956521745,NA,54.14834359425389,NA
2021Q4,p,S08000015,NA,A111H,NA,AF,NA,Paediatrics,NA,3384,NA,1965,NA,36.78260869565218,NA,21.35869565217392,NA,58.06737588652483,NA
2021Q4,p,S08000015,NA,S08000015,d,AF,NA,Paediatrics,NA,3384,NA,1965,NA,36.78260869565218,NA,21.35869565217392,NA,58.06737588652483,NA
2016Q4,NA,S08000015,NA,A111H,NA,NA,z,Paediatrics Grouping,d,3279,NA,2679,NA,35.6413043478261,NA,29.11956521739131,NA,81.7017383348582,NA
