date,year,month,hb_key,hb_name,num_attendances,avg_attendances_20171819,destination,destination_prop,avg_prop_20171819
2022-02-01,2022,Feb,NHS Dumfries and Galloway_Feb,NHS Dumfries and Galloway,3183,3537.3333333333335,Discharged to private residence,0.7178762174049639,0.6580432224761432
2022-02-01,2022,Feb,NHS Dumfries and Galloway_Feb,NHS Dumfries and Galloway,3183,3537.3333333333335,Transferred to another NHS provider,0.02136349355953503,0.0423725180041184
2022-02-01,2022,Feb,NHS Dumfries and Galloway_Feb,NHS Dumfries and Galloway,3183,3537.3333333333335,Unknown or other discharge destination,0.01885014137606032,0.018906908922493693
2022-03-01,2022,Mar,NHS Dumfries and Galloway_Mar,NHS Dumfries and Galloway,3733,3943.6666666666665,Admission to same facility,0.23091347441735868,0.26343928228126134
2022-03-01,2022,Mar,NHS Dumfries and Galloway_Mar,NHS Dumfries and Galloway,3733,3943.6666666666665,Discharged to private provider/died,8.036431824270024e-4,0.0018975417244525168
2022-03-01,2022,Mar,NHS Dumfries and Galloway_Mar,NHS Dumfries and Galloway,3733,3943.6666666666665,Discharged to private residence,0.7163139566032681,0.6755044281302781
2022-03-01,2022,Mar,NHS Dumfries and Galloway_Mar,NHS Dumfries and Galloway,3733,3943.6666666666665,Transferred to another NHS provider,0.024645057594428074,0.03927515990868802
2022-03-01,2022,Mar,NHS Dumfries and Galloway_Mar,NHS Dumfries and Galloway,3733,3943.6666666666665,Unknown or other discharge destination,0.027323868202518083,0.019883587955320053
2022-04-01,2022,Apr,NHS Dumfries and Galloway_Apr,NHS Dumfries and Galloway,3782,4082.3333333333335,Admission to same facility,0.21073506081438392,0.25075223904925253
2022-04-01,2022,Apr,NHS Dumfries and Galloway_Apr,NHS Dumfries and Galloway,3782,4082.3333333333335,Discharged to private provider/died,0.0018508725542041248,9.875303278337243e-4
2022-04-01,2022,Apr,NHS Dumfries and Galloway_Apr,NHS Dumfries and Galloway,3782,4082.3333333333335,Discharged to private residence,0.736118455843469,0.6875942588010704
2022-04-01,2022,Apr,NHS Dumfries and Galloway_Apr,NHS Dumfries and Galloway,3782,4082.3333333333335,Transferred to another NHS provider,0.0222104706504495,0.04009419555552829
2022-04-01,2022,Apr,NHS Dumfries and Galloway_Apr,NHS Dumfries and Galloway,3782,4082.3333333333335,Unknown or other discharge destination,0.02908514013749339,0.020571776266315057
2022-05-01,2022,May,NHS Dumfries and Galloway_May,NHS Dumfries and Galloway,4136,4411.666666666667,Admission to same facility,0.20091876208897486,0.2392374365979324
2022-05-01,2022,May,NHS Dumfries and Galloway_May,NHS Dumfries and Galloway,4136,4411.666666666667,Discharged to private provider/died,7.253384912959381e-4,9.221725617098802e-4
2022-05-01,2022,May,NHS Dumfries and Galloway_May,NHS Dumfries and Galloway,4136,4411.666666666667,Discharged to private residence,0.7497582205029013,0.701551648519821
2022-05-01,2022,May,NHS Dumfries and Galloway_May,NHS Dumfries and Galloway,4136,4411.666666666667,Transferred to another NHS provider,0.02248549323017408,0.03690635222934383
2022-05-01,2022,May,NHS Dumfries and Galloway_May,NHS Dumfries and Galloway,4136,4411.666666666667,Unknown or other discharge destination,0.02611218568665377,0.021382390091192874
2022-06-01,2022,Jun,NHS Dumfries and Galloway_Jun,NHS Dumfries and Galloway,4060,4206.333333333333,Admission to same facility,0.20320197044334976,0.23826139702350943
2022-06-01,2022,Jun,NHS Dumfries and Galloway_Jun,NHS Dumfries and Galloway,4060,4206.333333333333,Discharged to private provider/died,0.0022167487684729066,8.842222865970314e-4
2022-06-01,2022,Jun,NHS Dumfries and Galloway_Jun,NHS Dumfries and Galloway,4060,4206.333333333333,Discharged to private residence,0.7408866995073892,0.706546659071201
2022-06-01,2022,Jun,NHS Dumfries and Galloway_Jun,NHS Dumfries and Galloway,4060,4206.333333333333,Transferred to another NHS provider,0.023891625615763547,0.03602674170204583
2022-06-01,2022,Jun,NHS Dumfries and Galloway_Jun,NHS Dumfries and Galloway,4060,4206.333333333333,Unknown or other discharge destination,0.02980295566502463,0.018280979916646685
2020-01-01,2020,Jan,NHS Fife_Jan,NHS Fife,7635,7104.666666666667,Admission to same facility,0.23222003929273086,0.22629009448909299
2020-01-01,2020,Jan,NHS Fife_Jan,NHS Fife,7635,7104.666666666667,Discharged to private provider/died,0.0010478061558611656,0.001573923236320168
2020-01-01,2020,Jan,NHS Fife_Jan,NHS Fife,7635,7104.666666666667,Discharged to private residence,0.7265225933202357,0.7145114639962715
2020-01-01,2020,Jan,NHS Fife_Jan,NHS Fife,7635,7104.666666666667,Transferred to another NHS provider,0.028552717747216766,0.03545245685810498
2020-01-01,2020,Jan,NHS Fife_Jan,NHS Fife,7635,7104.666666666667,Unknown or other discharge destination,0.011656843483955468,0.022172061420210335
2020-02-01,2020,Feb,NHS Fife_Feb,NHS Fife,7199,6721.666666666667,Admission to same facility,0.23850534796499515,0.21912488999270263
2020-02-01,2020,Feb,NHS Fife_Feb,NHS Fife,7199,6721.666666666667,Discharged to private provider/died,0.0011112654535352132,0.0014464174175631281
2020-02-01,2020,Feb,NHS Fife_Feb,NHS Fife,7199,6721.666666666667,Discharged to private residence,0.7157938602583692,0.7248316824633728
2020-02-01,2020,Feb,NHS Fife_Feb,NHS Fife,7199,6721.666666666667,Transferred to another NHS provider,0.03444922905959161,0.030553597170036233
2020-02-01,2020,Feb,NHS Fife_Feb,NHS Fife,7199,6721.666666666667,Unknown or other discharge destination,0.01014029726350882,0.024043412956325165
2020-03-01,2020,Mar,NHS Fife_Mar,NHS Fife,5720,7619.666666666667,Admission to same facility,0.23636363636363636,0.21883963242481025
2020-03-01,2020,Mar,NHS Fife_Mar,NHS Fife,5720,7619.666666666667,Discharged to private provider/died,0.001048951048951049,0.0015253106020935113
2020-03-01,2020,Mar,NHS Fife_Mar,NHS Fife,5720,7619.666666666667,Discharged to private residence,0.7293706293706294,0.7233011831992243
2020-03-01,2020,Mar,NHS Fife_Mar,NHS Fife,5720,7619.666666666667,Transferred to another NHS provider,0.023076923076923078,0.027665327856564188
2020-03-01,2020,Mar,NHS Fife_Mar,NHS Fife,5720,7619.666666666667,Unknown or other discharge destination,0.01013986013986014,0.028668545917307733
2020-04-01,2020,Apr,NHS Fife_Apr,NHS Fife,3387,7801,Admission to same facility,0.2533215234720992,0.21932924778546123
2020-04-01,2020,Apr,NHS Fife_Apr,NHS Fife,3387,7801,Discharged to private provider/died,0.00088573959255978745,0.001758903741784634
2020-04-01,2020,Apr,NHS Fife_Apr,NHS Fife,3387,7801,Discharged to private residence,0.7227635075287865,0.7334789330608158
2020-04-01,2020,Apr,NHS Fife_Apr,NHS Fife,3387,7801,Transferred to another NHS provider,0.01801003838204901,0.03421506212157212
2020-04-01,2020,Apr,NHS Fife_Apr,NHS Fife,3387,7801,Unknown or other discharge destination,0.005019191024505462,0.011217853290366188
2020-05-01,2020,May,NHS Fife_May,NHS Fife,4989,8499.333333333334,Admission to same facility,0.2551613549809581,0.20613475079847526
2020-05-01,2020,May,NHS Fife_May,NHS Fife,4989,8499.333333333334,Discharged to private provider/died,0.0020044097013429546,9.616538165187401e-4
2020-05-01,2020,May,NHS Fife_May,NHS Fife,4989,8499.333333333334,Discharged to private residence,0.7203848466626579,0.7476814313625965
2020-05-01,2020,May,NHS Fife_May,NHS Fife,4989,8499.333333333334,Transferred to another NHS provider,0.01683704149128082,0.032910100906739126
2020-05-01,2020,May,NHS Fife_May,NHS Fife,4989,8499.333333333334,Unknown or other discharge destination,0.005612347163760273,0.012312063115670447
2020-06-01,2020,Jun,NHS Fife_Jun,NHS Fife,5813,8000,Admission to same facility,0.24462411835541029,0.20904581994768165
2020-06-01,2020,Jun,NHS Fife_Jun,NHS Fife,5813,8000,Discharged to private provider/died,5.160846378806125e-4,7.991002451883497e-4
2020-06-01,2020,Jun,NHS Fife_Jun,NHS Fife,5813,8000,Discharged to private residence,0.7323241011525891,0.7454599942062359
2020-06-01,2020,Jun,NHS Fife_Jun,NHS Fife,5813,8000,Transferred to another NHS provider,0.014278341648030277,0.03224728241323884
2020-06-01,2020,Jun,NHS Fife_Jun,NHS Fife,5813,8000,Unknown or other discharge destination,0.0082573542060898,0.01244780318765528
2020-07-01,2020,Jul,NHS Fife_Jul,NHS Fife,6446,8112.666666666667,Admission to same facility,0.2292894818492088,0.20579696058586625
2020-07-01,2020,Jul,NHS Fife_Jul,NHS Fife,6446,8112.666666666667,Discharged to private provider/died,9.30809804529941e-4,0.0015893673420414925
2020-07-01,2020,Jul,NHS Fife_Jul,NHS Fife,6446,8112.666666666667,Discharged to private residence,0.7385975798945082,0.7475216062906809
2020-07-01,2020,Jul,NHS Fife_Jul,NHS Fife,6446,8112.666666666667,Transferred to another NHS provider,0.01877133105802048,0.03365721934994601
2020-07-01,2020,Jul,NHS Fife_Jul,NHS Fife,6446,8112.666666666667,Unknown or other discharge destination,0.012410797393732548,0.011434846431465385
2020-08-01,2020,Aug,NHS Fife_Aug,NHS Fife,7068,8134.666666666667,Admission to same facility,0.22269383135257498,0.20917727791628465
2020-08-01,2020,Aug,NHS Fife_Aug,NHS Fife,7068,8134.666666666667,Discharged to private provider/died,7.074136955291454e-4,9.28717807854125e-4
2020-08-01,2020,Aug,NHS Fife_Aug,NHS Fife,7068,8134.666666666667,Discharged to private residence,0.745048104131296,0.7480514566500243
2020-08-01,2020,Aug,NHS Fife_Aug,NHS Fife,7068,8134.666666666667,Transferred to another NHS provider,0.01683644595359366,0.03069907607120148
2020-08-01,2020,Aug,NHS Fife_Aug,NHS Fife,7068,8134.666666666667,Unknown or other discharge destination,0.014714204867006225,0.011143471554635511
2020-09-01,2020,Sep,NHS Fife_Sep,NHS Fife,6789,8015.333333333333,Admission to same facility,0.21284430696715276,0.208989038333622
2020-09-01,2020,Sep,NHS Fife_Sep,NHS Fife,6789,8015.333333333333,Discharged to private provider/died,4.418912947414936e-4,0.0012915113427163834
2020-09-01,2020,Sep,NHS Fife_Sep,NHS Fife,6789,8015.333333333333,Discharged to private residence,0.7535719546324937,0.7439450291500433
2020-09-01,2020,Sep,NHS Fife_Sep,NHS Fife,6789,8015.333333333333,Transferred to another NHS provider,0.021210782147591693,0.03410346524090902
2020-09-01,2020,Sep,NHS Fife_Sep,NHS Fife,6789,8015.333333333333,Unknown or other discharge destination,0.011931064958020326,0.01167095593270927
2020-10-01,2020,Oct,NHS Fife_Oct,NHS Fife,6131,7524,Admission to same facility,0.2448213994454412,0.2306477616034791
2020-10-01,2020,Oct,NHS Fife_Oct,NHS Fife,6131,7524,Discharged to private provider/died,0.00195726635132931,0.0012474971487766529
2020-10-01,2020,Oct,NHS Fife_Oct,NHS Fife,6131,7524,Discharged to private residence,0.7209264394062959,0.7264060300804362
2020-10-01,2020,Oct,NHS Fife_Oct,NHS Fife,6131,7524,Transferred to another NHS provider,0.021203718806067525,0.03142814329744401
2020-10-01,2020,Oct,NHS Fife_Oct,NHS Fife,6131,7524,Unknown or other discharge destination,0.01109117599086609,0.010270567869863984
2020-11-01,2020,Nov,NHS Fife_Nov,NHS Fife,5628,7424.666666666667,Admission to same facility,0.24360341151385928,0.22964929362343323
2020-11-01,2020,Nov,NHS Fife_Nov,NHS Fife,5628,7424.666666666667,Discharged to private provider/died,0.0010660980810234541,0.0011745106775518128
2020-11-01,2020,Nov,NHS Fife_Nov,NHS Fife,5628,7424.666666666667,Discharged to private residence,0.7279673063255153,0.7239799758325467
2020-11-01,2020,Nov,NHS Fife_Nov,NHS Fife,5628,7424.666666666667,Transferred to another NHS provider,0.017412935323383085,0.03454592865795277
2020-11-01,2020,Nov,NHS Fife_Nov,NHS Fife,5628,7424.666666666667,Unknown or other discharge destination,0.009950248756218905,0.010650291208515465
2020-12-01,2020,Dec,NHS Fife_Dec,NHS Fife,4935,7506,Admission to same facility,0.2763931104356636,0.2456753471147298
2020-12-01,2020,Dec,NHS Fife_Dec,NHS Fife,4935,7506,Discharged to private provider/died,0.0022289766970618034,0.0014221477851096489
2020-12-01,2020,Dec,NHS Fife_Dec,NHS Fife,4935,7506,Discharged to private residence,0.6859169199594731,0.7026522290132123
2020-12-01,2020,Dec,NHS Fife_Dec,NHS Fife,4935,7506,Transferred to another NHS provider,0.018642350557244173,0.03844538710443642
2020-12-01,2020,Dec,NHS Fife_Dec,NHS Fife,4935,7506,Unknown or other discharge destination,0.016818642350557245,0.011804888982511775
2021-01-01,2021,Jan,NHS Fife_Jan,NHS Fife,4403,7104.666666666667,Admission to same facility,0.30229389052918465,0.22629009448909299
2021-01-01,2021,Jan,NHS Fife_Jan,NHS Fife,4403,7104.666666666667,Discharged to private provider/died,0.0018169429934135816,0.001573923236320168
2021-01-01,2021,Jan,NHS Fife_Jan,NHS Fife,4403,7104.666666666667,Discharged to private residence,0.6645468998410174,0.7145114639962715
2021-01-01,2021,Jan,NHS Fife_Jan,NHS Fife,4403,7104.666666666667,Transferred to another NHS provider,0.018396547808312513,0.03545245685810498
2021-01-01,2021,Jan,NHS Fife_Jan,NHS Fife,4403,7104.666666666667,Unknown or other discharge destination,0.01294571882807177,0.022172061420210335
2021-02-01,2021,Feb,NHS Fife_Feb,NHS Fife,4145,6721.666666666667,Admission to same facility,0.2974668275030157,0.21912488999270263
2021-02-01,2021,Feb,NHS Fife_Feb,NHS Fife,4145,6721.666666666667,Discharged to private provider/died,0.0033775633293124246,0.0014464174175631281
2021-02-01,2021,Feb,NHS Fife_Feb,NHS Fife,4145,6721.666666666667,Discharged to private residence,0.6668275030156815,0.7248316824633728
2021-02-01,2021,Feb,NHS Fife_Feb,NHS Fife,4145,6721.666666666667,Transferred to another NHS provider,0.016887816646562123,0.030553597170036233
2021-02-01,2021,Feb,NHS Fife_Feb,NHS Fife,4145,6721.666666666667,Unknown or other discharge destination,0.015440289505428226,0.024043412956325165
2021-03-01,2021,Mar,NHS Fife_Mar,NHS Fife,5558,7619.666666666667,Admission to same facility,0.28085642317380355,0.21883963242481025
2021-03-01,2021,Mar,NHS Fife_Mar,NHS Fife,5558,7619.666666666667,Discharged to private provider/died,0.0014393666786613889,0.0015253106020935113
2021-03-01,2021,Mar,NHS Fife_Mar,NHS Fife,5558,7619.666666666667,Discharged to private residence,0.6853184598776538,0.7233011831992243
2021-03-01,2021,Mar,NHS Fife_Mar,NHS Fife,5558,7619.666666666667,Transferred to another NHS provider,0.015653112630442605,0.027665327856564188
2021-03-01,2021,Mar,NHS Fife_Mar,NHS Fife,5558,7619.666666666667,Unknown or other discharge destination,0.016732637639438646,0.028668545917307733
2021-04-01,2021,Apr,NHS Fife_Apr,NHS Fife,6209,7801,Admission to same facility,0.2551135448542438,0.21932924778546123
2021-04-01,2021,Apr,NHS Fife_Apr,NHS Fife,6209,7801,Discharged to private provider/died,9.663391850539539e-4,0.001758903741784634
2021-04-01,2021,Apr,NHS Fife_Apr,NHS Fife,6209,7801,Discharged to private residence,0.706716057336125,0.7334789330608158
2021-04-01,2021,Apr,NHS Fife_Apr,NHS Fife,6209,7801,Transferred to another NHS provider,0.01964889676276373,0.03421506212157212
2021-04-01,2021,Apr,NHS Fife_Apr,NHS Fife,6209,7801,Unknown or other discharge destination,0.017555161861813495,0.011217853290366188
2021-05-01,2021,May,NHS Fife_May,NHS Fife,7039,8499.333333333334,Admission to same facility,0.25784912629634893,0.20613475079847526
2021-05-01,2021,May,NHS Fife_May,NHS Fife,7039,8499.333333333334,Discharged to private provider/died,5.68262537292229e-4,9.616538165187401e-4
2021-05-01,2021,May,NHS Fife_May,NHS Fife,7039,8499.333333333334,Discharged to private residence,0.6968319363545958,0.7476814313625965
2021-05-01,2021,May,NHS Fife_May,NHS Fife,7039,8499.333333333334,Transferred to another NHS provider,0.023867026566273618,0.032910100906739126
2021-05-01,2021,May,NHS Fife_May,NHS Fife,7039,8499.333333333334,Unknown or other discharge destination,0.020883648245489415,0.012312063115670447
2021-06-01,2021,Jun,NHS Fife_Jun,NHS Fife,7481,8000,Admission to same facility,0.22510359577596578,0.20904581994768165
2021-06-01,2021,Jun,NHS Fife_Jun,NHS Fife,7481,8000,Discharged to private provider/died,0.0012030477208929287,7.991002451883497e-4
2021-06-01,2021,Jun,NHS Fife_Jun,NHS Fife,7481,8000,Discharged to private residence,0.7265071514503408,0.7454599942062359
2021-06-01,2021,Jun,NHS Fife_Jun,NHS Fife,7481,8000,Transferred to another NHS provider,0.02593236198369202,0.03224728241323884
2021-06-01,2021,Jun,NHS Fife_Jun,NHS Fife,7481,8000,Unknown or other discharge destination,0.021253843069108408,0.01244780318765528
2021-07-01,2021,Jul,NHS Fife_Jul,NHS Fife,7004,8112.666666666667,Admission to same facility,0.2314391776127927,0.20579696058586625
2021-07-01,2021,Jul,NHS Fife_Jul,NHS Fife,7004,8112.666666666667,Discharged to private provider/died,1.4277555682467162e-4,0.0015893673420414925
2021-07-01,2021,Jul,NHS Fife_Jul,NHS Fife,7004,8112.666666666667,Discharged to private residence,0.7141633352370075,0.7475216062906809
2021-07-01,2021,Jul,NHS Fife_Jul,NHS Fife,7004,8112.666666666667,Transferred to another NHS provider,0.02641347801256425,0.03365721934994601
2021-07-01,2021,Jul,NHS Fife_Jul,NHS Fife,7004,8112.666666666667,Unknown or other discharge destination,0.027841233580810965,0.011434846431465385
2021-08-01,2021,Aug,NHS Fife_Aug,NHS Fife,7042,8134.666666666667,Admission to same facility,0.24069866515194546,0.20917727791628465
2021-08-01,2021,Aug,NHS Fife_Aug,NHS Fife,7042,8134.666666666667,Discharged to private provider/died,0.0012780460096563477,9.28717807854125e-4
2021-08-01,2021,Aug,NHS Fife_Aug,NHS Fife,7042,8134.666666666667,Discharged to private residence,0.7118716273785857,0.7480514566500243
2021-08-01,2021,Aug,NHS Fife_Aug,NHS Fife,7042,8134.666666666667,Transferred to another NHS provider,0.02470888952002272,0.03069907607120148
2021-08-01,2021,Aug,NHS Fife_Aug,NHS Fife,7042,8134.666666666667,Unknown or other discharge destination,0.021442771939789832,0.011143471554635511
2021-09-01,2021,Sep,NHS Fife_Sep,NHS Fife,6768,8015.333333333333,Admission to same facility,0.22340425531914893,0.208989038333622
2021-09-01,2021,Sep,NHS Fife_Sep,NHS Fife,6768,8015.333333333333,Discharged to private provider/died,0.0016252955082742316,0.0012915113427163834
2021-09-01,2021,Sep,NHS Fife_Sep,NHS Fife,6768,8015.333333333333,Discharged to private residence,0.7253250591016549,0.7439450291500433
2021-09-01,2021,Sep,NHS Fife_Sep,NHS Fife,6768,8015.333333333333,Transferred to another NHS provider,0.02290189125295508,0.03410346524090902
2021-09-01,2021,Sep,NHS Fife_Sep,NHS Fife,6768,8015.333333333333,Unknown or other discharge destination,0.026743498817966904,0.01167095593270927
2021-10-01,2021,Oct,NHS Fife_Oct,NHS Fife,6365,7524,Admission to same facility,0.26048703849175175,0.2306477616034791
2021-10-01,2021,Oct,NHS Fife_Oct,NHS Fife,6365,7524,Discharged to private provider/died,0.0012568735271013354,0.0012474971487766529
2021-10-01,2021,Oct,NHS Fife_Oct,NHS Fife,6365,7524,Discharged to private residence,0.6956794972505892,0.7264060300804362
2021-10-01,2021,Oct,NHS Fife_Oct,NHS Fife,6365,7524,Transferred to another NHS provider,0.02450903377847604,0.03142814329744401
2021-10-01,2021,Oct,NHS Fife_Oct,NHS Fife,6365,7524,Unknown or other discharge destination,0.018067556952081697,0.010270567869863984
2021-11-01,2021,Nov,NHS Fife_Nov,NHS Fife,6345,7424.666666666667,Admission to same facility,0.25169424743892826,0.22964929362343323
2021-11-01,2021,Nov,NHS Fife_Nov,NHS Fife,6345,7424.666666666667,Discharged to private provider/died,0.001103230890464933,0.0011745106775518128
2021-11-01,2021,Nov,NHS Fife_Nov,NHS Fife,6345,7424.666666666667,Discharged to private residence,0.7070133963750985,0.7239799758325467
2021-11-01,2021,Nov,NHS Fife_Nov,NHS Fife,6345,7424.666666666667,Transferred to another NHS provider,0.024271079590228527,0.03454592865795277
2021-11-01,2021,Nov,NHS Fife_Nov,NHS Fife,6345,7424.666666666667,Unknown or other discharge destination,0.015918045705279747,0.010650291208515465
2021-12-01,2021,Dec,NHS Fife_Dec,NHS Fife,5844,7506,Admission to same facility,0.3049281314168378,0.2456753471147298
2021-12-01,2021,Dec,NHS Fife_Dec,NHS Fife,5844,7506,Discharged to private provider/died,5.13347022587269e-4,0.0014221477851096489
2021-12-01,2021,Dec,NHS Fife_Dec,NHS Fife,5844,7506,Discharged to private residence,0.6572553045859001,0.7026522290132123
2021-12-01,2021,Dec,NHS Fife_Dec,NHS Fife,5844,7506,Transferred to another NHS provider,0.018309377138945926,0.03844538710443642
2021-12-01,2021,Dec,NHS Fife_Dec,NHS Fife,5844,7506,Unknown or other discharge destination,0.018993839835728953,0.011804888982511775
2022-01-01,2022,Jan,NHS Fife_Jan,NHS Fife,5883,7104.666666666667,Admission to same facility,0.2870984191738909,0.22629009448909299
2022-01-01,2022,Jan,NHS Fife_Jan,NHS Fife,5883,7104.666666666667,Discharged to private provider/died,0.0010198878123406426,0.001573923236320168
2022-01-01,2022,Jan,NHS Fife_Jan,NHS Fife,5883,7104.666666666667,Discharged to private residence,0.6738058813530512,0.7145114639962715
2022-01-01,2022,Jan,NHS Fife_Jan,NHS Fife,5883,7104.666666666667,Transferred to another NHS provider,0.018867924528301886,0.03545245685810498
2022-01-01,2022,Jan,NHS Fife_Jan,NHS Fife,5883,7104.666666666667,Unknown or other discharge destination,0.019207887132415433,0.022172061420210335
2022-02-01,2022,Feb,NHS Fife_Feb,NHS Fife,5997,6721.666666666667,Admission to same facility,0.2527930631982658,0.21912488999270263
2022-02-01,2022,Feb,NHS Fife_Feb,NHS Fife,5997,6721.666666666667,Discharged to private provider/died,0.0015007503751875938,0.0014464174175631281
2022-02-01,2022,Feb,NHS Fife_Feb,NHS Fife,5997,6721.666666666667,Discharged to private residence,0.7106886776721694,0.7248316824633728
2022-02-01,2022,Feb,NHS Fife_Feb,NHS Fife,5997,6721.666666666667,Transferred to another NHS provider,0.015174253793563448,0.030553597170036233
2022-02-01,2022,Feb,NHS Fife_Feb,NHS Fife,5997,6721.666666666667,Unknown or other discharge destination,0.01984325496081374,0.024043412956325165
2022-03-01,2022,Mar,NHS Fife_Mar,NHS Fife,7308,7619.666666666667,Admission to same facility,0.231663929939792,0.21883963242481025
2022-03-01,2022,Mar,NHS Fife_Mar,NHS Fife,7308,7619.666666666667,Discharged to private provider/died,8.210180623973727e-4,0.0015253106020935113
2022-03-01,2022,Mar,NHS Fife_Mar,NHS Fife,7308,7619.666666666667,Discharged to private residence,0.7285166940339354,0.7233011831992243
2022-03-01,2022,Mar,NHS Fife_Mar,NHS Fife,7308,7619.666666666667,Transferred to another NHS provider,0.01984126984126984,0.027665327856564188
2022-03-01,2022,Mar,NHS Fife_Mar,NHS Fife,7308,7619.666666666667,Unknown or other discharge destination,0.019157088122605363,0.028668545917307733
2022-04-01,2022,Apr,NHS Fife_Apr,NHS Fife,6624,7801,Admission to same facility,0.23701690821256038,0.21932924778546123
2022-04-01,2022,Apr,NHS Fife_Apr,NHS Fife,6624,7801,Discharged to private provider/died,7.548309178743961e-4,0.001758903741784634
2022-04-01,2022,Apr,NHS Fife_Apr,NHS Fife,6624,7801,Discharged to private residence,0.7255434782608695,0.7334789330608158
2022-04-01,2022,Apr,NHS Fife_Apr,NHS Fife,6624,7801,Transferred to another NHS provider,0.01570048309178744,0.03421506212157212
2022-04-01,2022,Apr,NHS Fife_Apr,NHS Fife,6624,7801,Unknown or other discharge destination,0.020984299516908212,0.011217853290366188
2022-05-01,2022,May,NHS Fife_May,NHS Fife,7685,8499.333333333334,Admission to same facility,0.22901756668835394,0.20613475079847526
2022-05-01,2022,May,NHS Fife_May,NHS Fife,7685,8499.333333333334,Discharged to private provider/died,5.20494469746259e-4,9.616538165187401e-4
2022-05-01,2022,May,NHS Fife_May,NHS Fife,7685,8499.333333333334,Discharged to private residence,0.7344176968119713,0.7476814313625965
2022-05-01,2022,May,NHS Fife_May,NHS Fife,7685,8499.333333333334,Transferred to another NHS provider,0.015354586857514639,0.032910100906739126
2022-05-01,2022,May,NHS Fife_May,NHS Fife,7685,8499.333333333334,Unknown or other discharge destination,0.020689655172413793,0.012312063115670447
2022-06-01,2022,Jun,NHS Fife_Jun,NHS Fife,7778,8000,Admission to same facility,0.2219079454872718,0.20904581994768165
2022-06-01,2022,Jun,NHS Fife_Jun,NHS Fife,7778,8000,Discharged to private provider/died,0.0015428130624839291,7.991002451883497e-4
2022-06-01,2022,Jun,NHS Fife_Jun,NHS Fife,7778,8000,Discharged to private residence,0.7339933144767292,0.7454599942062359
2022-06-01,2022,Jun,NHS Fife_Jun,NHS Fife,7778,8000,Transferred to another NHS provider,0.01671380817690923,0.03224728241323884
2022-06-01,2022,Jun,NHS Fife_Jun,NHS Fife,7778,8000,Unknown or other discharge destination,0.02584211879660581,0.01244780318765528
2020-01-01,2020,Jan,NHS Forth Valley_Jan,NHS Forth Valley,7223,6464,Admission to same facility,0.22428353869583276,0.2441963156379802
2020-01-01,2020,Jan,NHS Forth Valley_Jan,NHS Forth Valley,7223,6464,Discharged to private provider/died,0.0013844662882458812,0.001202057839066287
2020-01-01,2020,Jan,NHS Forth Valley_Jan,NHS Forth Valley,7223,6464,Discharged to private residence,0.7118925654160321,0.5752952631988258
2020-01-01,2020,Jan,NHS Forth Valley_Jan,NHS Forth Valley,7223,6464,Transferred to another NHS provider,0.005122525266509761,0.029185451977242798
2020-01-01,2020,Jan,NHS Forth Valley_Jan,NHS Forth Valley,7223,6464,Unknown or other discharge destination,0.057316904333379486,0.1501209113468849
2020-02-01,2020,Feb,NHS Forth Valley_Feb,NHS Forth Valley,6775,6033,Admission to same facility,0.21874538745387453,0.23354603314855207
2020-02-01,2020,Feb,NHS Forth Valley_Feb,NHS Forth Valley,6775,6033,Discharged to private provider/died,0.0014760147601476014,0.0016143558495883717
2020-02-01,2020,Feb,NHS Forth Valley_Feb,NHS Forth Valley,6775,6033,Discharged to private residence,0.719409594095941,0.6170707668680345
2020-02-01,2020,Feb,NHS Forth Valley_Feb,NHS Forth Valley,6775,6033,Transferred to another NHS provider,0.005608856088560886,0.023669371792014275
2020-02-01,2020,Feb,NHS Forth Valley_Feb,NHS Forth Valley,6775,6033,Unknown or other discharge destination,0.05476014760147602,0.12409947234181076
2020-03-01,2020,Mar,NHS Forth Valley_Mar,NHS Forth Valley,5618,7006,Admission to same facility,0.23317906728373086,0.22336550678278497
2020-03-01,2020,Mar,NHS Forth Valley_Mar,NHS Forth Valley,5618,7006,Discharged to private provider/died,0.001067995728017088,0.0012497495572852877
2020-03-01,2020,Mar,NHS Forth Valley_Mar,NHS Forth Valley,5618,7006,Discharged to private residence,0.7148451406194375,0.6139043741640301
2020-03-01,2020,Mar,NHS Forth Valley_Mar,NHS Forth Valley,5618,7006,Transferred to another NHS provider,0.00266998932004272,0.026409558489891218
2020-03-01,2020,Mar,NHS Forth Valley_Mar,NHS Forth Valley,5618,7006,Unknown or other discharge destination,0.04823780704877181,0.13507081100600846
2020-04-01,2020,Apr,NHS Forth Valley_Apr,NHS Forth Valley,3718,7118.666666666667,Admission to same facility,0.2789133942980097,0.2130137946507639
2020-04-01,2020,Apr,NHS Forth Valley_Apr,NHS Forth Valley,3718,7118.666666666667,Discharged to private provider/died,0.0026896180742334587,0.0014069119063590493
2020-04-01,2020,Apr,NHS Forth Valley_Apr,NHS Forth Valley,3718,7118.666666666667,Discharged to private residence,0.6863905325443787,0.6132273777462454
2020-04-01,2020,Apr,NHS Forth Valley_Apr,NHS Forth Valley,3718,7118.666666666667,Transferred to another NHS provider,0.004841312533620226,0.028221479813007738
2020-04-01,2020,Apr,NHS Forth Valley_Apr,NHS Forth Valley,3718,7118.666666666667,Unknown or other discharge destination,0.027165142549757933,0.14413043588362393
