month,country,hbt,treatment_location,department_type,number_of_attendances_aggregate,number_of_attendances_episode,number_of_attendances_episode_qf,number_meeting_target_aggregate,number_meeting_target_episode,number_meeting_target_episode_qf,discharge_destination_admission_to_same,discharge_destination_admission_to_same_qf,discharge_destination_other_specialty,discharge_destination_other_specialty_qf,discharge_destination_residence,discharge_destination_residence_qf,discharge_destination_transfer,discharge_destination_transfer_qf,discharge_destination_unknown,discharge_destination_unknown_qf,attendance_greater8hrs,attendance_greater8hrs_qf,attendance_greater12hrs,attendance_greater12hrs_qf,date,quarter,prop_admission_to_same,prop_other_speciality,prop_residence,prop_transfer,prop_unknown
201108,S92000003,S08000015,A210H,Emergency Department,3892,3892,NA,3648,3648,NA,1392,NA,6,NA,82,NA,86,NA,2326,NA,9,NA,2,NA,2011-08-01,3,0.35765673175745116,0.001541623843782117,0.0210688591983556,0.022096608427543678,0.5976361767728674
201108,S92000003,S08000015,A216H,Minor Injury Unit or Other,116,NA,z,116,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000016,B103H,Minor Injury Unit or Other,17,NA,z,17,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000016,B105H,Minor Injury Unit or Other,117,NA,z,117,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000016,B114H,Minor Injury Unit or Other,22,NA,z,22,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000016,B118H,Minor Injury Unit or Other,91,NA,z,91,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000016,B120H,Emergency Department,2070,2070,NA,2045,2045,NA,613,NA,1,NA,861,NA,520,NA,75,NA,1,NA,0,NA,2011-08-01,3,0.2961352657004831,4.830917874396135e-4,0.41594202898550725,0.25120772946859904,0.036231884057971016
201108,S92000003,S08000017,Y101H,Minor Injury Unit or Other,75,NA,z,75,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000017,Y106H,Minor Injury Unit or Other,73,NA,z,73,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000017,Y109H,Minor Injury Unit or Other,10,NA,z,10,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000017,Y110H,Minor Injury Unit or Other,38,NA,z,38,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000017,Y144H,Emergency Department,1084,1084,NA,1060,1060,NA,110,NA,0,NA,956,NA,18,NA,0,NA,3,NA,1,NA,2011-08-01,3,0.1014760147601476,0,0.8819188191881919,0.016605166051660517,0
201108,S92000003,S08000017,Y146H,Emergency Department,2953,2953,NA,2815,2815,NA,839,NA,3,NA,2018,NA,93,NA,0,NA,1,NA,0,NA,2011-08-01,3,0.28411784625804265,0.001015916017609211,0.6833728411784625,0.03149339654588554,0
201108,S92000003,S08000029,F704H,Emergency Department,2785,2785,NA,2727,2727,NA,257,NA,7,NA,2173,NA,168,NA,180,NA,1,NA,0,NA,2011-08-01,3,0.09228007181328546,0.0025134649910233393,0.7802513464991023,0.06032315978456014,0.06463195691202872
201108,S92000003,S08000029,F708H,Minor Injury Unit or Other,144,NA,z,144,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000029,F709H,Minor Injury Unit or Other,456,NA,z,456,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000029,F805H,Emergency Department,4344,4344,NA,4077,4077,NA,948,NA,12,NA,3220,NA,126,NA,38,NA,19,NA,0,NA,2011-08-01,3,0.21823204419889503,0.0027624309392265192,0.7412523020257827,0.029005524861878452,0.008747697974217311
201108,S92000003,S08000019,V201H,Minor Injury Unit or Other,1214,1214,NA,1214,1214,NA,0,NA,0,NA,861,NA,31,NA,322,NA,0,NA,0,NA,2011-08-01,3,0,0,0.7092257001647446,0.025535420098846788,0.2652388797364086
201108,S92000003,S08000019,V217H,Emergency Department,5002,5002,NA,4686,4686,NA,37,NA,12,NA,2985,NA,131,NA,1837,NA,6,NA,0,NA,2011-08-01,3,0.00739704118352659,0.0023990403838464614,0.5967612954818072,0.02618952419032387,0.3672530987604958
201108,S92000003,S08000020,N101H,Emergency Department,5425,5425,NA,5246,5246,NA,1438,NA,16,NA,3836,NA,58,NA,77,NA,4,NA,1,NA,2011-08-01,3,0.26506912442396313,0.0029493087557603687,0.7070967741935484,0.010691244239631336,0.014193548387096775
201108,S92000003,S08000020,N121H,Emergency Department,1448,1448,NA,1441,1441,NA,378,NA,0,NA,1068,NA,1,NA,1,NA,0,NA,0,NA,2011-08-01,3,0.2610497237569061,0,0.7375690607734806,6.906077348066298e-4,6.906077348066298e-4
201108,S92000003,S08000020,N151H,Minor Injury Unit or Other,123,NA,z,123,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000020,N331H,Minor Injury Unit or Other,35,NA,z,35,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000020,N332H,Minor Injury Unit or Other,48,NA,z,48,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000020,N333H,Minor Injury Unit or Other,1049,NA,z,1048,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000020,N334H,Minor Injury Unit or Other,963,NA,z,962,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000020,N335H,Minor Injury Unit or Other,271,NA,z,271,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000020,N336H,Minor Injury Unit or Other,211,NA,z,211,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000020,N337H,Minor Injury Unit or Other,339,NA,z,339,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000020,N411H,Emergency Department,2043,2043,NA,1951,1951,NA,444,NA,5,NA,1540,NA,24,NA,30,NA,4,NA,0,NA,2011-08-01,3,0.2173274596182085,0.0024473813020068525,0.7537934410181106,0.011747430249632892,0.014684287812041116
201108,S92000003,S08000020,N431H,Minor Injury Unit or Other,95,NA,z,95,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000020,N432H,Minor Injury Unit or Other,39,NA,z,39,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000020,N433H,Minor Injury Unit or Other,86,NA,z,86,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000020,N434H,Minor Injury Unit or Other,43,NA,z,43,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000020,N451H,Minor Injury Unit or Other,31,NA,z,31,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000020,N494H,Minor Injury Unit or Other,129,129,NA,129,129,NA,0,NA,2,NA,103,NA,24,NA,0,NA,0,NA,0,NA,2011-08-01,3,0,0.015503875968992248,0.7984496124031008,0.18604651162790697,0
201108,S92000003,S08000031,C206H,Minor Injury Unit or Other,1278,1278,NA,1259,1259,NA,182,NA,0,NA,0,NA,19,NA,1077,NA,0,NA,0,NA,2011-08-01,3,0.14241001564945227,0,0,0.01486697965571205,0.8427230046948356
201108,S92000003,S08000031,C313H,Emergency Department,2913,2913,NA,2836,2836,NA,0,NA,0,NA,11,NA,18,NA,2884,NA,0,NA,0,NA,2011-08-01,3,0,0,0.0037761757638173706,0.006179196704428424,0.9900446275317542
201108,S92000003,S08000031,C418H,Emergency Department,6549,6549,NA,6280,6280,NA,781,NA,0,NA,19,NA,80,NA,5669,NA,3,NA,0,NA,2011-08-01,3,0.11925484806840739,0,0.0029012062910367996,0.012215605435944419,0.8656283402046114
201108,S92000003,S08000031,G107H,Emergency Department,7255,7255,NA,7089,7089,NA,1981,NA,12,NA,4785,NA,168,NA,309,NA,2,NA,0,NA,2011-08-01,3,0.27305306685044795,0.0016540317022742937,0.6595451412818746,0.02315644383184011,0.04259131633356306
201108,S92000003,S08000031,G207H,Minor Injury Unit or Other,1407,1407,NA,1407,1407,NA,14,NA,0,NA,1263,NA,18,NA,112,NA,0,NA,0,NA,2011-08-01,3,0.009950248756218905,0,0.8976545842217484,0.01279317697228145,0.07960199004975124
201108,S92000003,S08000031,G306H,Minor Injury Unit or Other,1608,1608,NA,1608,1608,NA,0,NA,0,NA,1581,NA,2,NA,25,NA,0,NA,0,NA,2011-08-01,3,0,0,0.9832089552238806,0.0012437810945273632,0.01554726368159204
201108,S92000003,S08000031,G306H,Emergency Department,5093,5093,NA,4974,4974,NA,1693,NA,6,NA,3231,NA,98,NA,65,NA,4,NA,0,NA,2011-08-01,3,0.33241704300019637,0.0011780875711761242,0.6344001570783429,0.019242096995876694,0.012762615354408011
201108,S92000003,S08000031,G405H,Emergency Department,4155,4155,NA,3990,3990,NA,1107,NA,6,NA,2935,NA,61,NA,46,NA,1,NA,0,NA,2011-08-01,3,0.2664259927797834,0.001444043321299639,0.7063778580024067,0.014681107099879662,0.011070998796630566
201108,S92000003,S08000031,G513H,Emergency Department,3377,3377,NA,3287,3287,NA,558,NA,0,NA,2807,NA,4,NA,8,NA,2,NA,0,NA,2011-08-01,3,0.16523541604974828,0,0.8312111341427302,0.0011844832691738228,0.0023689665383476457
201108,S92000003,S08000031,G516H,Emergency Department,5125,5125,NA,4910,4910,NA,1630,NA,5,NA,3037,NA,132,NA,321,NA,5,NA,0,NA,2011-08-01,3,0.3180487804878049,9.75609756097561e-4,0.5925853658536585,0.02575609756097561,0.06263414634146341
201108,S92000003,S08000022,C106H,Minor Injury Unit or Other,705,NA,z,704,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000022,C108H,Minor Injury Unit or Other,148,NA,z,148,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000022,C113H,Minor Injury Unit or Other,373,NA,z,363,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000022,C117J,Minor Injury Unit or Other,75,NA,z,74,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000022,C121H,Emergency Department,598,NA,z,593,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000022,C122H,Minor Injury Unit or Other,452,NA,z,442,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000022,H101H,Minor Injury Unit or Other,224,NA,z,223,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000022,H103H,Emergency Department,535,535,NA,529,529,NA,172,NA,1,NA,359,NA,3,NA,0,NA,0,NA,0,NA,2011-08-01,3,0.32149532710280376,0.001869158878504673,0.6710280373831776,0.005607476635514018,0
201108,S92000003,S08000022,H106H,Minor Injury Unit or Other,45,NA,z,45,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000022,H202H,Emergency Department,2938,2938,NA,2895,2895,NA,539,NA,2,NA,2396,NA,1,NA,0,NA,2,NA,0,NA,2011-08-01,3,0.1834581347855684,6.807351940095302e-4,0.8155207624234173,3.403675970047651e-4,0
201108,S92000003,S08000022,H208H,Minor Injury Unit or Other,377,NA,z,376,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000022,H210H,Minor Injury Unit or Other,126,NA,z,126,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000022,H212H,Emergency Department,837,837,NA,813,813,NA,141,NA,0,NA,691,NA,5,NA,0,NA,1,NA,0,NA,2011-08-01,3,0.16845878136200718,0,0.8255675029868578,0.005973715651135006,0
201108,S92000003,S08000022,H214H,Minor Injury Unit or Other,310,NA,z,309,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000022,H215H,Minor Injury Unit or Other,280,NA,z,280,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000022,H217H,Minor Injury Unit or Other,205,NA,z,204,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000022,H219H,Minor Injury Unit or Other,159,NA,z,159,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000022,H224H,Minor Injury Unit or Other,314,NA,z,312,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000022,H227B,Minor Injury Unit or Other,205,NA,z,205,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000032,L106H,Emergency Department,5763,5763,NA,5333,5333,NA,1728,NA,8,NA,3614,NA,193,NA,220,NA,28,NA,2,NA,2011-08-01,3,0.29984383133784487,0.0013881658858233559,0.627103938920701,0.03348950199548846,0.038174561860142286
201108,S92000003,S08000032,L206H,Minor Injury Unit or Other,65,NA,z,65,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000032,L207H,Minor Injury Unit or Other,86,NA,z,86,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000032,L302H,Emergency Department,4944,4944,NA,4766,4766,NA,1246,NA,7,NA,3456,NA,145,NA,90,NA,8,NA,1,NA,2011-08-01,3,0.25202265372168287,0.0014158576051779936,0.6990291262135923,0.029328478964401293,0.01820388349514563
201108,S92000003,S08000032,L308H,Emergency Department,5650,5650,NA,5399,5399,NA,1210,NA,8,NA,4032,NA,260,NA,140,NA,14,NA,4,NA,2011-08-01,3,0.21415929203539824,0.001415929203539823,0.7136283185840708,0.04601769911504425,0.024778761061946902
201108,S92000003,S08000024,S102H,Minor Injury Unit or Other,17,NA,z,17,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000024,S108H,Minor Injury Unit or Other,167,NA,z,167,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000024,S116H,Minor Injury Unit or Other,3462,3462,NA,3408,3408,NA,1125,NA,2,NA,2307,NA,28,NA,0,NA,0,NA,0,NA,2011-08-01,3,0.32495667244367415,5.777007510109763e-4,0.6663778162911612,0.008087810514153668,0
201108,S92000003,S08000024,S308H,Emergency Department,4418,4418,NA,4277,4277,NA,1024,NA,4,NA,3249,NA,141,NA,0,NA,17,NA,7,NA,2011-08-01,3,0.2317790855590765,9.053870529651426e-4,0.7354006337709371,0.031914893617021274,0
201108,S92000003,S08000024,S314H,Emergency Department,9833,9833,NA,9562,9562,NA,2805,NA,11,NA,6514,NA,503,NA,0,NA,18,NA,1,NA,2011-08-01,3,0.28526390725109324,0.0011186819892199736,0.6624631343435371,0.0511542764161497,0
201108,S92000003,S08000024,S319H,Emergency Department,2965,2965,NA,2936,2936,NA,458,NA,0,NA,2506,NA,1,NA,0,NA,0,NA,0,NA,2011-08-01,3,0.15446880269814503,0,0.8451939291736931,3.372681281618887e-4,0
201108,S92000003,S08000025,R103H,Minor Injury Unit or Other,215,215,NA,214,214,NA,3,NA,0,NA,210,NA,2,NA,0,NA,0,NA,0,NA,2011-08-01,3,0.013953488372093023,0,0.9767441860465116,0.009302325581395349,0
201108,S92000003,S08000026,Z102H,Emergency Department,692,692,NA,684,684,NA,163,NA,3,NA,500,NA,2,NA,24,NA,0,NA,0,NA,2011-08-01,3,0.23554913294797689,0.004335260115606936,0.7225433526011561,0.002890173410404624,0.03468208092485549
201108,S92000003,S08000030,T101H,Emergency Department,4308,4308,NA,4220,4220,NA,918,NA,11,NA,3147,NA,219,NA,13,NA,0,NA,0,NA,2011-08-01,3,0.21309192200557103,0.00255338904363974,0.7305013927576601,0.05083565459610028,0.0030176415970287838
201108,S92000003,S08000030,T202H,Emergency Department,2162,2162,NA,2147,2147,NA,289,NA,0,NA,1487,NA,322,NA,64,NA,0,NA,0,NA,2011-08-01,3,0.13367252543940797,0,0.6877890841813136,0.14893617021276595,0.02960222016651249
201108,S92000003,S08000030,T205H,Minor Injury Unit or Other,49,49,NA,49,49,NA,0,NA,0,NA,39,NA,6,NA,4,NA,0,NA,0,NA,2011-08-01,3,0,0,0.7959183673469388,0.12244897959183673,0.08163265306122448
201108,S92000003,S08000030,T207H,Minor Injury Unit or Other,7,7,NA,7,7,NA,0,NA,0,NA,6,NA,0,NA,1,NA,0,NA,0,NA,2011-08-01,3,0,0,0.8571428571428571,0,0.14285714285714285
201108,S92000003,S08000030,T209H,Minor Injury Unit or Other,282,282,NA,282,282,NA,0,NA,0,NA,247,NA,32,NA,3,NA,0,NA,0,NA,2011-08-01,3,0,0,0.875886524822695,0.11347517730496454,0.010638297872340425
201108,S92000003,S08000030,T304H,Minor Injury Unit or Other,1142,1142,NA,1142,1142,NA,0,NA,0,NA,894,NA,197,NA,51,NA,0,NA,0,NA,2011-08-01,3,0,0,0.7828371278458844,0.1725043782837128,0.0446584938704028
201108,S92000003,S08000030,T305H,Minor Injury Unit or Other,266,266,NA,266,266,NA,0,NA,0,NA,224,NA,28,NA,14,NA,0,NA,0,NA,2011-08-01,3,0,0,0.8421052631578947,0.10526315789473684,0.05263157894736842
201108,S92000003,S08000030,T316H,Minor Injury Unit or Other,231,231,NA,230,230,NA,0,NA,0,NA,189,NA,22,NA,20,NA,0,NA,0,NA,2011-08-01,3,0,0,0.8181818181818182,0.09523809523809523,0.08658008658008658
201108,S92000003,S08000030,T319H,Minor Injury Unit or Other,647,647,NA,647,647,NA,0,NA,0,NA,584,NA,47,NA,16,NA,0,NA,0,NA,2011-08-01,3,0,0,0.9026275115919629,0.07264296754250386,0.02472952086553323
201108,S92000003,S08000030,T320H,Minor Injury Unit or Other,184,184,NA,184,184,NA,0,NA,0,NA,163,NA,15,NA,6,NA,0,NA,0,NA,2011-08-01,3,0,0,0.8858695652173914,0.08152173913043478,0.03260869565217391
201108,S92000003,S08000030,T357C,Minor Injury Unit or Other,707,707,NA,707,707,NA,0,NA,0,NA,618,NA,59,NA,30,NA,0,NA,0,NA,2011-08-01,3,0,0,0.8741159830268741,0.08345120226308345,0.042432814710042434
201108,S92000003,S08000028,W106H,Minor Injury Unit or Other,54,NA,z,54,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201108,S92000003,S08000028,W107H,Emergency Department,689,689,NA,679,679,NA,158,NA,0,NA,497,NA,23,NA,11,NA,0,NA,0,NA,2011-08-01,3,0.22931785195936139,0,0.7213352685050798,0.033381712626995644,0.015965166908563134
201108,S92000003,S08000028,W108H,Minor Injury Unit or Other,104,NA,z,104,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-08-01,3,NA,NA,NA,NA,NA
201109,S92000003,S08000015,A101H,Minor Injury Unit or Other,183,NA,z,180,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,3,NA,NA,NA,NA,NA
201109,S92000003,S08000015,A110H,Minor Injury Unit or Other,58,NA,z,58,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,3,NA,NA,NA,NA,NA
201109,S92000003,S08000015,A111H,Emergency Department,5821,5821,NA,5591,5591,NA,2321,NA,10,NA,3072,NA,159,NA,259,NA,4,NA,1,NA,2011-09-01,3,0.39872874076619136,0.0017179178835251675,0.5277443738189315,0.027314894348050164,0.04449407318330184
201109,S92000003,S08000015,A210H,Emergency Department,3825,3825,NA,3561,3561,NA,1319,NA,4,NA,2214,NA,133,NA,155,NA,7,NA,0,NA,2011-09-01,3,0.3448366013071895,0.0010457516339869282,0.5788235294117647,0.03477124183006536,0.040522875816993466
201109,S92000003,S08000015,A216H,Minor Injury Unit or Other,132,NA,z,132,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,3,NA,NA,NA,NA,NA
201109,S92000003,S08000016,B103H,Minor Injury Unit or Other,24,NA,z,24,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,3,NA,NA,NA,NA,NA
201109,S92000003,S08000016,B105H,Minor Injury Unit or Other,119,NA,z,119,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,3,NA,NA,NA,NA,NA
201109,S92000003,S08000016,B114H,Minor Injury Unit or Other,9,NA,z,9,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,3,NA,NA,NA,NA,NA
201109,S92000003,S08000016,B118H,Minor Injury Unit or Other,65,NA,z,65,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,3,NA,NA,NA,NA,NA
201109,S92000003,S08000016,B120H,Emergency Department,1970,1970,NA,1918,1918,NA,602,NA,3,NA,788,NA,499,NA,78,NA,0,NA,0,NA,2011-09-01,3,0.30558375634517765,0.0015228426395939086,0.4,0.2532994923857868,0.03959390862944162
201109,S92000003,S08000017,Y101H,Minor Injury Unit or Other,46,NA,z,46,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,3,NA,NA,NA,NA,NA
201109,S92000003,S08000017,Y106H,Minor Injury Unit or Other,47,NA,z,47,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,3,NA,NA,NA,NA,NA
201109,S92000003,S08000017,Y109H,Minor Injury Unit or Other,10,NA,z,10,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,3,NA,NA,NA,NA,NA
201109,S92000003,S08000017,Y110H,Minor Injury Unit or Other,38,NA,z,38,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,3,NA,NA,NA,NA,NA
201109,S92000003,S08000017,Y144H,Emergency Department,893,893,NA,867,867,NA,89,NA,0,NA,771,NA,33,NA,0,NA,1,NA,0,NA,2011-09-01,3,0.09966405375139978,0,0.8633818589025756,0.036954087346024636,0
201109,S92000003,S08000017,Y146H,Emergency Department,2885,2885,NA,2709,2709,NA,951,NA,0,NA,1869,NA,65,NA,0,NA,1,NA,0,NA,2011-09-01,3,0.32963604852686307,0,0.6478336221837089,0.022530329289428077,0
201109,S92000003,S08000029,F704H,Emergency Department,2800,2800,NA,2660,2660,NA,288,NA,6,NA,2170,NA,147,NA,189,NA,4,NA,0,NA,2011-09-01,3,0.10285714285714286,0.002142857142857143,0.775,0.0525,0.0675
201109,S92000003,S08000029,F708H,Minor Injury Unit or Other,128,NA,z,128,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,3,NA,NA,NA,NA,NA
201109,S92000003,S08000029,F709H,Minor Injury Unit or Other,573,NA,z,573,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,3,NA,NA,NA,NA,NA
201109,S92000003,S08000029,F805H,Emergency Department,4261,4261,NA,3846,3846,NA,903,NA,9,NA,3183,NA,95,NA,71,NA,79,NA,15,NA,2011-09-01,3,0.2119220840178362,0.0021121802393804273,0.7470077446608777,0.02229523586012673,0.016662755221778926
201109,S92000003,S08000019,V201H,Minor Injury Unit or Other,1208,1208,NA,1206,1206,NA,0,NA,0,NA,907,NA,9,NA,292,NA,0,NA,0,NA,2011-09-01,3,0,0,0.7508278145695364,0.0074503311258278145,0.24172185430463577
201109,S92000003,S08000019,V217H,Emergency Department,5010,5010,NA,4512,4512,NA,38,NA,10,NA,2922,NA,25,NA,2015,NA,26,NA,0,NA,2011-09-01,3,0.007584830339321357,0.001996007984031936,0.5832335329341317,0.00499001996007984,0.40219560878243515
201109,S92000003,S08000020,N101H,Emergency Department,5331,5331,NA,5102,5102,NA,1411,NA,12,NA,3790,NA,73,NA,45,NA,16,NA,1,NA,2011-09-01,3,0.26467829675483023,0.0022509848058525606,0.7109360345151003,0.013693490902269742,0.008441193021947102
201109,S92000003,S08000020,N121H,Emergency Department,1561,1561,NA,1541,1541,NA,385,NA,0,NA,1173,NA,2,NA,1,NA,0,NA,0,NA,2011-09-01,3,0.24663677130044842,0,0.7514413837283792,0.0012812299807815502,6.406149903907751e-4
201109,S92000003,S08000020,N151H,Minor Injury Unit or Other,105,NA,z,105,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,3,NA,NA,NA,NA,NA
201109,S92000003,S08000020,N331H,Minor Injury Unit or Other,25,NA,z,25,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,3,NA,NA,NA,NA,NA
201109,S92000003,S08000020,N332H,Minor Injury Unit or Other,64,NA,z,64,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,3,NA,NA,NA,NA,NA
